comparator_isoform_id	gene_id	reference_isoform_id	subclass	chr	h5_split	mashr_posterior_mean_logfc	our_model_prob	nmdetective_b_score	nmdetective_b_leaf	nmdetective_b_call	nmdep_rule_score	nmdep_rule_leaf	nmdep_rule_call
ENSG00000060558.4.novel3	ENSG00000060558.4	ENST00000262958.4	NMD+/PTC+	chr19	train	3.47698806140577	0.85536915	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000062598.19.novel1	ENSG00000062598.19	ENST00000290246.11	Control	chr20	train	0.000439631958628934	0.09679224	0	last_exon	escape	0	last_exon	escape
ENSG00000062598.19.novel3	ENSG00000062598.19	ENST00000290246.11	NMD+/PTC+	chr20	train	2.95575523240309	0.942184	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000063660.10.novel1	ENSG00000063660.10	ENST00000264039.7	Control	chr2	val	0.0710689610738936	0.03266095	0	last_exon	escape	0	last_exon	escape
ENSG00000063660.10.novel24	ENSG00000063660.10	ENST00000264039.7	NMD+/PTC+	chr2	val	3.69010949265953	0.9741019	0.65	trigger_nmd	trigger	0.41	long_exon	escape
ENSG00000064225.14.novel3	ENSG00000064225.14	ENST00000265261.11	NMD+/PTC+	chr3	test	4.35969463903833	0.98741865	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000064419.15.novel1	ENSG00000064419.15	ENST00000265388.10	Control	chr7	test	-0.0356890593015706	0.6115511	0.2	50nt_rule	escape	0.2	50nt_rule	escape
ENSG00000065457.12.novel1	ENSG00000065457.12	ENST00000564657.2	Control	chr16	train	-0.030769338817386	0.18780078	0.41	long_exon	escape	0.41	long_exon	escape
ENSG00000065457.12.novel4	ENSG00000065457.12	ENST00000564657.2	NMD+/PTC+	chr16	train	1.79288996243121	0.8556976	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000065600.14.novel3	ENSG00000065600.14	ENST00000261455.9	NMD+/PTC+	chr1	test	1.92403405598392	0.49064565	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000066557.7.novel1	ENSG00000066557.7	ENST00000370952.4	NMD+/PTC+	chr1	test	4.89826154325047	0.96875364	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000066557.7.novel3	ENSG00000066557.7	ENST00000370952.4	Control	chr1	test	0.135738022365659	0.73774886	0	last_exon	escape	0	last_exon	escape
ENSG00000066629.20.novel2	ENSG00000066629.20	ENST00000262233.11	Control	chr14	train	-0.0477246769498729	0.13062719	0	last_exon	escape	0	last_exon	escape
ENSG00000066629.20.novel6	ENSG00000066629.20	ENST00000262233.11	NMD+/PTC+	""	""	3.46117712030104		0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000068724.19.novel2	ENSG00000068724.19	ENST00000319190.11	Control	chr2	val	0.0124325822698018	0.031318825	0	last_exon	escape	0	last_exon	escape
ENSG00000068724.19.novel4	ENSG00000068724.19	ENST00000319190.11	NMD+/PTC+	chr2	val	3.3337617303043	0.9921853	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000068971.15.novel3	ENSG00000068971.15	ENST00000164133.7	NMD+/PTC+	chr11	train	2.12146999396181	0.8424366	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000069998.13.novel1	ENSG00000069998.13	ENST00000336737.8	Control	chr22	train	-0.0510313009887502	0.11586531	0	last_exon	escape	0	last_exon	escape
ENSG00000069998.13.novel2	ENSG00000069998.13	ENST00000336737.8	NMD+/PTC+	chr22	train	1.73897422757543	0.92132837	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000070413.22.novel2	ENSG00000070413.22	ENST00000263196.12	NMD+/PTC+	chr22	train	4.29590215329113	0.9536162	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000070495.16.novel5	ENSG00000070495.16	ENST00000397625.9	Control	chr17	train	0.0429774179426588	0.08497552	0	last_exon	escape	0	last_exon	escape
ENSG00000070540.14.novel2	ENSG00000070540.14	ENST00000262139.10	NMD+/PTC+	chr17	train	4.80908792520987	0.99458694	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000070669.18.novel1	ENSG00000070669.18	ENST00000394308.8	NMD+/PTC+	chr7	test	4.54594780006974	0.95414066	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000071242.14.novel1	ENSG00000071242.14	ENST00000265678.9	Control	chr6	train	0.115177042571393	0.048995893	0	last_exon	escape	0	last_exon	escape
ENSG00000071242.14.novel9	ENSG00000071242.14	ENST00000265678.9	NMD+/PTC+	chr6	train	2.68249573807535	0.9775913	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000071539.15.novel2	ENSG00000071539.15	ENST00000166345.8	Control	chr5	test	0.164054236865984	0.32097888	0.2	50nt_rule	escape	0.2	50nt_rule	escape
ENSG00000071539.15.novel5	ENSG00000071539.15	ENST00000166345.8	NMD+/PTC+	chr5	test	3.12626553934534	0.98341525	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000072571.21.novel1	ENSG00000072571.21	ENST00000393915.9	NMD+/PTC+	chr5	test	2.85143174322825	0.98515457	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000072849.12.novel1	ENSG00000072849.12	ENST00000158771.9	NMD+/PTC+	chr17	train	3.72528988591009	0.7035289	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000072864.17.novel3	ENSG00000072864.17	ENST00000396354.6	NMD+/PTC+	""	""	1.52362242270738		0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000072864.17.novel38	ENSG00000072864.17	ENST00000396354.6	Control	chr16	train	-0.00289769628889905	0.4483992	0	last_exon	escape	0	last_exon	escape
ENSG00000072958.10.novel5	ENSG00000072958.10	ENST00000291439.8	NMD+/PTC+	chr19	train	4.39216943511854	0.9846662	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000073792.17.novel3	ENSG00000073792.17	ENST00000382199.7	NMD+/PTC+	chr3	test	5.56427060607891	0.95456976	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000074527.14.novel1	ENSG00000074527.14	ENST00000343702.9	Control	chr12	train	0.0380332178813076	0.035318676	0	last_exon	escape	0	last_exon	escape
ENSG00000074527.14.novel21	ENSG00000074527.14	ENST00000343702.9	NMD+/PTC+	chr12	train	2.64495945143961	0.95046735	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000075223.15.novel1	ENSG00000075223.15	ENST00000265361.8	Control	chr7	test	0.01646163196894	0.30823132	0	last_exon	escape	0	last_exon	escape
ENSG00000075223.15.novel5	ENSG00000075223.15	ENST00000265361.8	NMD+/PTC+	chr7	test	2.29512512114001	0.9330779	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000076067.15.novel2	ENSG00000076067.15	ENST00000262031.10	Control	chr12	train	-0.0494371677739892	0.0628669	0	last_exon	escape	0	last_exon	escape
ENSG00000076067.15.novel3	ENSG00000076067.15	ENST00000262031.10	NMD+/PTC+	chr12	train	2.59887933692954	0.9027774	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000076928.21.novel3	ENSG00000076928.21	ENST00000354532.8	NMD+/PTC+	chr19	train	2.99103079377478	0.995789	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000077238.15.novel2	ENSG00000077238.15	ENST00000395762.7	NMD+/PTC-	chr16	train	2.86549209202336	0.5225218	0	last_exon	escape	0	last_exon	escape
ENSG00000077454.18.novel3	ENSG00000077454.18	ENST00000310300.11	NMD+/PTC+	chr7	test	2.93106945883397	0.99602133	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000077458.13.novel71	ENSG00000077458.13	ENST00000358780.10	Control	chr11	train	0.10790081634259	0.09381469	0	last_exon	escape	0	last_exon	escape
ENSG00000077585.15.novel1	ENSG00000077585.15	ENST00000366592.8	Control	chr1	test	0.0955572709633121	0.9632555	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000077585.15.novel4	ENSG00000077585.15	ENST00000366592.8	NMD+/PTC+	chr1	test	3.2455150602204	0.26078776	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000077713.20.novel1	ENSG00000077713.20	ENST00000217909.8	Control	chrX	train	0.00797226032957586	0.36547017	0	last_exon	escape	0	last_exon	escape
ENSG00000077713.20.novel3	ENSG00000077713.20	ENST00000217909.8	NMD+/PTC+	chrX	train	2.31458927534804	0.8860276	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000077942.20.novel1	ENSG00000077942.20	ENST00000262722.11	NMD+/PTC+	chr22	train	3.4621183583364	0.98943067	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000078070.15.novel1	ENSG00000078070.15	ENST00000265594.9	NMD+/PTC+	chr3	test	3.74885933896271	0.9387607	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000078070.15.novel4	ENSG00000078070.15	ENST00000265594.9	Control	chr3	test	0.0329739479130123	0.5288695	0	last_exon	escape	0	last_exon	escape
ENSG00000078747.18.novel7	ENSG00000078747.18	ENST00000374864.10	NMD+/PTC+	chr20	train	3.13272525862498	0.98297775	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000079385.24.novel1	ENSG00000079385.24	ENST00000403444.7	NMD+/PTC+	chr19	train	3.77731025641767	0.9101251	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000080189.16.novel1	ENSG00000080189.16	ENST00000372230.10	NMD+/PTC+	chr20	train	2.95055976849655	0.8820033	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000080608.11.novel10	ENSG00000080608.11	ENST00000397885.3	NMD+/PTC+	chr9	train	2.79074387946718	0.98704404	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000080608.11.novel14	ENSG00000080608.11	ENST00000397885.3	Control	chr9	train	-0.0719374702772514	0.1792525	0	last_exon	escape	0	last_exon	escape
ENSG00000081320.13.novel1	ENSG00000081320.13	ENST00000263955.9	NMD+/PTC+	chr2	val	3.39792610647889	0.96138656	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000084073.11.novel1	ENSG00000084073.11	ENST00000372759.4	Control	chr1	test	0.105832327085747	0.9645097	0	last_exon	escape	0	last_exon	escape
ENSG00000085433.18.novel2	ENSG00000085433.18	ENST00000369962.8	NMD+/PTC+	chr1	test	3.0275547686105	0.9844636	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000085721.14.novel1	ENSG00000085721.14	ENST00000198767.11	NMD+/PTC+	chr16	train	5.61516127814638	0.99470264	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000086200.18.novel22	ENSG00000086200.18	ENST00000409534.1	NMD+/PTC-	chr5	test	3.73795974467032	0.9562373	0	last_exon	escape	0	last_exon	escape
ENSG00000086696.12.novel1	ENSG00000086696.12	ENST00000199936.9	NMD+/PTC+	chr16	train	4.94960180763273	0.7985791	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000086696.12.novel2	ENSG00000086696.12	ENST00000199936.9	Control	chr16	train	-0.0306428237787084	0.07421365	0	last_exon	escape	0	last_exon	escape
ENSG00000087076.10.novel1	ENSG00000087076.10	ENST00000263278.9	Control	chr19	train	-0.0587210742092087	0.11123546	0	last_exon	escape	0	last_exon	escape
ENSG00000087076.10.novel2	ENSG00000087076.10	ENST00000263278.9	NMD+/PTC+	chr19	train	3.69806650551398	0.9163306	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000087884.17.novel1	ENSG00000087884.17	ENST00000526415.5	Control	chr11	train	0.234899972601346	0.13886954	0	last_exon	escape	0	last_exon	escape
ENSG00000088451.12.novel1	ENSG00000088451.12	ENST00000261296.7	NMD+/PTC+	chr13	train	1.99918267270538	0.9835976	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000088451.12.novel3	ENSG00000088451.12	ENST00000261296.7	Control	chr13	train	0.0148158277252459	0.71419615	0	last_exon	escape	0	last_exon	escape
ENSG00000088766.13.novel1	ENSG00000088766.13	ENST00000378863.9	Control	chr20	train	0.00549660991146612	0.1878401	0	last_exon	escape	0	last_exon	escape
ENSG00000088766.13.novel11	ENSG00000088766.13	ENST00000378863.9	NMD+/PTC+	chr20	train	2.16288445440602	0.9731856	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000089060.13.novel9	ENSG00000089060.13	ENST00000680972.1	NMD+/PTC+	chr12	train	3.30282019612704	0.9685272	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000089639.12.novel2	ENSG00000089639.12	ENST00000203556.9	NMD+/PTC+	chr19	train	2.41956200295579	0.9053986	0.65	trigger_nmd	trigger	0.41	long_exon	escape
ENSG00000090054.17.novel2	ENSG00000090054.17	ENST00000262554.7	NMD+/PTC+	chr9	train	5.27789418482659	0.9848691	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000090661.14.novel1	ENSG00000090661.14	ENST00000251363.10	Control	chr19	train	-0.0411194259337538	0.1217761	0	last_exon	escape	0	last_exon	escape
ENSG00000090661.14.novel4	ENSG00000090661.14	ENST00000251363.10	NMD+/PTC+	chr19	train	2.20960135750621	0.8569459	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000090989.19.novel1	ENSG00000090989.19	ENST00000892248.1	Control	chr4	val	-0.0480236489840043	0.03186524	0	last_exon	escape	0	last_exon	escape
ENSG00000090989.19.novel54	ENSG00000090989.19	ENST00000892248.1	NMD+/PTC-	""	""	1.57096667583176		0	last_exon	escape	0	last_exon	escape
ENSG00000091127.15.novel1	ENSG00000091127.15	ENST00000469408.6	NMD+/PTC+	chr7	test	4.45681063981434	0.97333086	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000091844.9.novel1	ENSG00000091844.9	ENST00000206262.2	Control	chr6	train	0.0818961461116371	0.17122766	0	last_exon	escape	0	last_exon	escape
ENSG00000091844.9.novel2	ENSG00000091844.9	ENST00000206262.2	NMD+/PTC+	chr6	train	2.69722474385077	0.2398601	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000092036.20.novel9	ENSG00000092036.20	ENST00000541587.6	NMD+/PTC+	chr14	train	2.85875465704773	0.9429954	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000092108.23.novel2	ENSG00000092108.23	ENST00000458591.7	NMD+/PTC+	chr14	train	4.2413284661032	0.99328494	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000093009.12.novel3	ENSG00000093009.12	ENST00000263201.7	NMD+/PTC+	chr22	train	2.07330810988033	0.9848786	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000093010.16.novel1	ENSG00000093010.16	ENST00000361682.11	NMD+/PTC+	chr22	train	2.44580759487824	0.85233825	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000093167.19.novel2	ENSG00000093167.19	ENST00000421276.6	NMD+/PTC+	chr3	test	4.80009292781991	0.98550344	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000095303.18.novel1	ENSG00000095303.18	ENST00000362012.7	NMD+/PTC+	chr9	train	1.72598317638938	0.63272524	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000096717.13.novel1	ENSG00000096717.13	ENST00000212015.11	Control	chr10	train	0.035799771242894	0.98730266	0	last_exon	escape	0	last_exon	escape
ENSG00000096717.13.novel3	ENSG00000096717.13	ENST00000212015.11	NMD+/PTC+	chr10	train	2.55080311782672	0.9907154	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000096746.19.novel1	ENSG00000096746.19	ENST00000265866.12	Control	chr10	train	-0.0135712516924956	0.1478277	0	last_exon	escape	0	last_exon	escape
ENSG00000096746.19.novel2	ENSG00000096746.19	ENST00000265866.12	NMD+/PTC+	chr10	train	4.28253708718746	0.9859781	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000099282.11.novel1	ENSG00000099282.11	ENST00000373290.7	NMD+/PTC+	chr10	train	2.33330419170248	0.915213	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000099326.10.novel1	ENSG00000099326.10	ENST00000215057.7	NMD+/PTC+	chr19	train	3.33464302680031	0.8328469	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000099849.16.novel1	ENSG00000099849.16	ENST00000397582.7	NMD+/PTC-	chr11	train	1.29014803051801	0.29224247	0	last_exon	escape	0	last_exon	escape
ENSG00000099917.18.novel1	ENSG00000099917.18	ENST00000292733.11	NMD+/PTC+	chr22	train	1.5946618887768	0.8728163	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
