comparator_isoform_id	gene_id	reference_isoform_id	subclass	chr	h5_split	mashr_posterior_mean_logfc	our_model_prob	nmdetective_b_score	nmdetective_b_leaf	nmdetective_b_call	nmdep_rule_score	nmdep_rule_leaf	nmdep_rule_call
ENSG00000005436.15.novel1	ENSG00000005436.15	ENST00000470503.1	Control	chr2	val	-0.0569516582799041	0.038607266	0	last_exon	escape	0	last_exon	escape
ENSG00000005436.15.novel3	ENSG00000005436.15	ENST00000470503.1	NMD+/PTC+	chr2	val	3.86792921979151	0.9957873	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000006194.12.novel67	ENSG00000006194.12	ENST00000575823.2	NMD+/PTC-	chr16	train	3.16311932782003	0.5709114	0	last_exon	escape	0	last_exon	escape
ENSG00000006282.23.novel1	ENSG00000006282.23	ENST00000503127.5	NMD+/PTC+	chr17	train	1.87068337434969	0.8809016	0.41	long_exon	escape	0.41	long_exon	escape
ENSG00000007341.20.novel6	ENSG00000007341.20	ENST00000473206.5	NMD+/PTC-	chr1	test	3.67400030691922	0.33553863	0	last_exon	escape	0	last_exon	escape
ENSG00000007541.18.novel18	ENSG00000007541.18	ENST00000026218.9	NMD+/PTC+	chr16	train	1.63856597293149	0.97072965	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000008294.23.novel3	ENSG00000008294.23	ENST00000357122.8	NMD+/PTC+	chr17	train	3.63108943102462	0.996774	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000008952.18.novel1	ENSG00000008952.18	ENST00000480708.5	NMD+/PTC+	chr3	test	4.10461589223638	0.90093106	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000008952.18.novel26	ENSG00000008952.18	ENST00000480708.5	Control	chr3	test	-0.0169096460336235	0.03345194	0	last_exon	escape	0	last_exon	escape
ENSG00000010030.14.novel2	ENSG00000010030.14	ENST00000339796.9	NMD+/PTC+	chr6	train	1.93547523988055	0.88470066	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000011105.15.novel1	ENSG00000011105.15	ENST00000011898.10	NMD+/PTC+	chr12	train	4.78400409295893	0.984183	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000011376.13.novel1	ENSG00000011376.13	ENST00000650792.2	Control	chr3	test	-0.0508160684760256	0.18223295	0	last_exon	escape	0	last_exon	escape
ENSG00000011376.13.novel2	ENSG00000011376.13	ENST00000650792.2	NMD+/PTC+	chr3	test	2.76323404195542	0.9593569	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000011638.12.novel2	ENSG00000011638.12	ENST00000233047.9	NMD+/PTC+	chr16	train	2.30616046814443	0.8732554	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000012171.21.novel22	ENSG00000012171.21	ENST00000433753.4	NMD+/PTC+	""	""	2.68883561468381		0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000013441.18.novel26	ENSG00000013441.18	ENST00000321356.9	Control	chr2	val	0.0637530532649741	0.3322959	0	last_exon	escape	0	last_exon	escape
ENSG00000013561.19.novel1	ENSG00000013561.19	ENST00000394520.7	Control	chr5	test	-0.00376910313576672	0.107775085	0	last_exon	escape	0	last_exon	escape
ENSG00000018510.19.novel1	ENSG00000018510.19	ENST00000679994.1	NMD+/PTC+	chr2	val	3.36069958755703	0.98574036	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000018510.19.novel53	ENSG00000018510.19	ENST00000679994.1	Control	chr2	val	-0.0773600966782363	0.24772382	0	last_exon	escape	0	last_exon	escape
ENSG00000018699.14.novel1	ENSG00000018699.14	ENST00000317907.9	NMD+/PTC+	chr2	val	2.47247822056169	0.67515266	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000019102.13.novel1	ENSG00000019102.13	ENST00000326621.10	NMD+/PTC+	chr11	train	3.9196743057443	0.92061675	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000019144.21.novel23	ENSG00000019144.21	ENST00000526537.2	NMD+/PTC+	""	""	1.86792591459342		0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000019144.21.novel3	ENSG00000019144.21	ENST00000526537.2	Control	chr11	train	-0.0298649480858979	0.2877542	0	last_exon	escape	0	last_exon	escape
ENSG00000020129.17.novel2	ENSG00000020129.17	ENST00000356090.8	NMD+/PTC+	chr1	test	4.13665273537979	0.73507756	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000020426.12.novel2	ENSG00000020426.12	ENST00000261245.9	Control	chr14	train	-0.0563599037988532	0.04830022	0	last_exon	escape	0	last_exon	escape
ENSG00000020426.12.novel6	ENSG00000020426.12	ENST00000261245.9	NMD+/PTC+	chr14	train	2.56291160568322	0.9808235	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000022840.17.novel36	ENSG00000022840.17	ENST00000325954.9	NMD+/PTC+	chr12	train	1.85074506046574	0.572576	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000023228.16.novel1	ENSG00000023228.16	ENST00000233190.11	NMD+/PTC+	chr2	val	4.80514194076547	0.9043311	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000023608.6.novel11	ENSG00000023608.6	ENST00000216294.5	NMD+/PTC+	chr14	train	3.38422950460423	0.98013717	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000023608.6.novel3	ENSG00000023608.6	ENST00000216294.5	Control	""	""	-0.0629099039688586		0	last_exon	escape	0	last_exon	escape
ENSG00000023697.14.novel1	ENSG00000023697.14	ENST00000428559.7	Control	chr12	train	0.0373402166657497	0.88999075	0	last_exon	escape	0	last_exon	escape
ENSG00000023697.14.novel2	ENSG00000023697.14	ENST00000428559.7	NMD+/PTC+	chr12	train	1.2662216104009	0.87621236	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000023909.11.novel3	ENSG00000023909.11	ENST00000370238.8	NMD+/PTC+	chr1	test	2.51811630611374	0.7321446	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000025708.15.novel1	ENSG00000025708.15	ENST00000252029.8	NMD+/PTC+	chr22	train	3.35843530315067	0.19476004	0.41	long_exon	escape	0.41	long_exon	escape
ENSG00000026652.16.novel1	ENSG00000026652.16	ENST00000320285.9	NMD+/PTC+	chr6	train	4.31113644256884	0.94010854	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000028203.20.novel3	ENSG00000028203.20	ENST00000436874.6	NMD+/PTC+	chr12	train	1.59818534629727	0.90043896	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000028310.19.novel1	ENSG00000028310.19	ENST00000869700.1	NMD+/PTC+	chr5	test	4.46607837041901	0.98023957	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000029725.18.novel1	ENSG00000029725.18	ENST00000537505.6	Control	chr17	train	0.0773824961471369	0.027455803	0	last_exon	escape	0	last_exon	escape
ENSG00000029725.18.novel5	ENSG00000029725.18	ENST00000537505.6	NMD+/PTC+	chr17	train	4.19626263147654	0.9868644	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000030066.15.novel2	ENSG00000030066.15	ENST00000378460.7	NMD+/PTC+	chr11	train	3.69013897361993	0.99547136	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000033178.14.novel4	ENSG00000033178.14	ENST00000322244.10	NMD+/PTC+	chr4	val	3.41448246001459	0.98680395	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000037241.8.novel8	ENSG00000037241.8	ENST00000521476.5	NMD+/PTC-	chr5	test	5.53916124603291	0.90685725	0	last_exon	escape	0	last_exon	escape
ENSG00000037474.16.novel2	ENSG00000037474.16	ENST00000264670.11	NMD+/PTC+	chr5	test	4.63576324998236	0.99510115	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000038210.15.novel1	ENSG00000038210.15	ENST00000264864.8	NMD+/PTC+	chr4	val	3.63793623773945	0.9854101	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000038532.18.novel2	ENSG00000038532.18	ENST00000409552.4	Control	chr16	train	-0.00760499281082254	0.051277682	0	last_exon	escape	0	last_exon	escape
ENSG00000038532.18.novel4	ENSG00000038532.18	ENST00000409552.4	NMD+/PTC-	""	""	1.40188704345038		0	last_exon	escape	0	last_exon	escape
ENSG00000042088.15.novel2	ENSG00000042088.15	ENST00000393454.6	Control	chr14	train	-0.0424341547471636	0.067263864	0	last_exon	escape	0	last_exon	escape
ENSG00000042088.15.novel5	ENSG00000042088.15	ENST00000393454.6	NMD+/PTC+	chr14	train	3.97268386075302	0.9909306	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000042980.15.novel4	ENSG00000042980.15	ENST00000265769.9	NMD+/PTC+	chr8	train	2.74298425693201	0.973784	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000047249.19.novel1	ENSG00000047249.19	ENST00000355221.7	NMD+/PTC+	chr8	train	5.27039365635114	0.96933854	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000047621.13.novel1	ENSG00000047621.13	ENST00000908046.1	NMD+/PTC+	chr12	train	4.45606988110454	0.9479431	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000047621.13.novel7	ENSG00000047621.13	ENST00000908046.1	Control	chr12	train	-0.0377147281838422	0.14928274	0	last_exon	escape	0	last_exon	escape
ENSG00000048140.19.novel2	ENSG00000048140.19	ENST00000508164.6	NMD+/PTC-	""	""	1.15289144942606		0	last_exon	escape	0	last_exon	escape
ENSG00000048162.23.novel1	ENSG00000048162.23	ENST00000614830.5	NMD+/PTC+	chr5	test	4.27798118780065	0.73926103	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000049167.17.novel2	ENSG00000049167.17	ENST00000676185.1	NMD+/PTC+	chr5	test	2.08277965987542	0.83558613	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000050393.13.novel1	ENSG00000050393.13	ENST00000379170.9	NMD+/PTC+	chr6	train	0.68341769640421	0.97399884	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000050393.13.novel9	ENSG00000050393.13	ENST00000379170.9	Control	chr6	train	-0.0337636181391904	0.078761026	0	last_exon	escape	0	last_exon	escape
ENSG00000051009.12.novel1	ENSG00000051009.12	ENST00000449352.7	NMD+/PTC+	""	""	1.32527254454597		0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000053372.6.novel1	ENSG00000053372.6	ENST00000330263.5	Control	chr1	test	-0.0744739717244362	0.25220397	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000053372.6.novel2	ENSG00000053372.6	ENST00000330263.5	NMD+/PTC+	chr1	test	3.05742959047624	0.37239996	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000053770.13.novel1	ENSG00000053770.13	ENST00000261558.8	NMD+/PTC+	chr14	train	2.94733351599201	0.94575673	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000053770.13.novel5	ENSG00000053770.13	ENST00000261558.8	Control	chr14	train	-0.000655974031177097	0.14929186	0	last_exon	escape	0	last_exon	escape
ENSG00000054148.19.novel2	ENSG00000054148.19	ENST00000247665.12	Control	chr9	train	-0.0104136471877868	0.52573824	0	last_exon	escape	0	last_exon	escape
ENSG00000054277.14.novel3	ENSG00000054277.14	ENST00000490673.5	NMD+/PTC+	chr1	test	1.11375365258414	0.5918565	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000054611.15.novel1	ENSG00000054611.15	ENST00000406733.1	Control	chr22	train	-0.0340679302818874	0.039778747	0	last_exon	escape	0	last_exon	escape
ENSG00000054611.15.novel4	ENSG00000054611.15	ENST00000406733.1	NMD+/PTC+	chr22	train	3.02113635419213	0.8157067	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000057019.17.novel21	ENSG00000057019.17	ENST00000326840.11	Control	chr3	test	-0.0326800482142388	0.03456683	0	last_exon	escape	0	last_exon	escape
ENSG00000057019.17.novel3	ENSG00000057019.17	ENST00000326840.11	NMD+/PTC+	chr3	test	5.14666953505586	0.9923644	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000058063.18.novel1	ENSG00000058063.18	ENST00000323116.10	Control	chr3	test	0.0314404505860166	0.05465919	0	last_exon	escape	0	last_exon	escape
ENSG00000058063.18.novel2	ENSG00000058063.18	ENST00000323116.10	NMD+/PTC+	chr3	test	2.26120110053923	0.9856564	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000058085.16.novel1	ENSG00000058085.16	ENST00000264144.5	NMD+/PTC+	chr1	test	7.27345736746795	0.80245715	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000058085.16.novel45	ENSG00000058085.16	ENST00000264144.5	Control	chr1	test	0.111871315024958	0.17725408	0	last_exon	escape	0	last_exon	escape
ENSG00000058804.13.novel1	ENSG00000058804.13	ENST00000371429.4	Control	chr1	test	-0.0797713989581206	0.15257384	0	last_exon	escape	0	last_exon	escape
ENSG00000058804.13.novel4	ENSG00000058804.13	ENST00000371429.4	NMD+/PTC+	chr1	test	1.72856092382175	0.90994686	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000059758.9.novel5	ENSG00000059758.9	ENST00000261211.8	NMD+/PTC+	chr12	train	4.2215371234267	0.9822389	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000059758.9.novel7	ENSG00000059758.9	ENST00000261211.8	Control	chr12	train	0.0479964745092672	0.045814425	0	last_exon	escape	0	last_exon	escape
ENSG00000059769.21.novel8	ENSG00000059769.21	ENST00000313525.4	Control	chr9	train	-0.0206212929858168	0.029114617	0	last_exon	escape	0	last_exon	escape
ENSG00000060140.10.novel1	ENSG00000060140.10	ENST00000075503.8	Control	chr12	train	0.0566379281363036	0.09013467	0	last_exon	escape	0	last_exon	escape
ENSG00000060140.10.novel5	ENSG00000060140.10	ENST00000075503.8	NMD+/PTC+	chr12	train	1.61594353872508	0.8253374	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000060558.4.novel1	ENSG00000060558.4	ENST00000262958.4	Control	chr19	train	0.0396195966143956	0.10331739	0	last_exon	escape	0	last_exon	escape
ENSG00000060558.4.novel3	ENSG00000060558.4	ENST00000262958.4	NMD+/PTC+	chr19	train	3.47698806140577	0.85536915	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000062598.19.novel1	ENSG00000062598.19	ENST00000290246.11	Control	chr20	train	0.000439631958628934	0.09679224	0	last_exon	escape	0	last_exon	escape
ENSG00000062598.19.novel3	ENSG00000062598.19	ENST00000290246.11	NMD+/PTC+	chr20	train	2.95575523240309	0.942184	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000062822.17.novel1	ENSG00000062822.17	ENST00000599857.7	NMD+/PTC+	chr19	train	2.79105317964081	0.98960155	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000063660.10.novel2	ENSG00000063660.10	ENST00000264039.7	Control	chr2	val	-0.0363566490146593	0.1180288	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000063660.10.novel24	ENSG00000063660.10	ENST00000264039.7	NMD+/PTC+	chr2	val	3.69010949265953	0.9741019	0.65	trigger_nmd	trigger	0.41	long_exon	escape
ENSG00000064225.14.novel3	ENSG00000064225.14	ENST00000265261.11	NMD+/PTC+	chr3	test	4.35969463903833	0.98741865	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000064270.15.novel1	ENSG00000064270.15	ENST00000861762.1	Control	chr16	train	-0.0605782581626289	0.04777051	0	last_exon	escape	0	last_exon	escape
ENSG00000064270.15.novel2	ENSG00000064270.15	ENST00000861762.1	NMD+/PTC+	chr16	train	2.66070258618208	0.48972654	0.41	long_exon	escape	0.41	long_exon	escape
ENSG00000064419.15.novel1	ENSG00000064419.15	ENST00000265388.10	Control	chr7	test	-0.0356890593015706	0.6115511	0.2	50nt_rule	escape	0.2	50nt_rule	escape
ENSG00000064607.18.novel1	ENSG00000064607.18	ENST00000452918.7	NMD+/PTC+	chr19	train	2.1890736396598	0.48537117	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000064607.18.novel9	ENSG00000064607.18	ENST00000452918.7	Control	chr19	train	0.0274711265107719	0.034791138	0	last_exon	escape	0	last_exon	escape
ENSG00000064933.20.novel1	ENSG00000064933.20	ENST00000374826.8	NMD+/PTC+	chr2	val	3.16574667038488	0.8825676	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000064933.20.novel18	ENSG00000064933.20	ENST00000374826.8	Control	chr2	val	0.235432022038279	0.07710512	0	last_exon	escape	0	last_exon	escape
ENSG00000065457.12.novel1	ENSG00000065457.12	ENST00000564657.2	Control	chr16	train	-0.030769338817386	0.18780078	0.41	long_exon	escape	0.41	long_exon	escape
ENSG00000065457.12.novel4	ENSG00000065457.12	ENST00000564657.2	NMD+/PTC+	chr16	train	1.79288996243121	0.8556976	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000065600.14.novel3	ENSG00000065600.14	ENST00000261455.9	NMD+/PTC+	chr1	test	1.92403405598392	0.49064565	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000066557.7.novel1	ENSG00000066557.7	ENST00000370952.4	NMD+/PTC+	chr1	test	4.89826154325047	0.96875364	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000066557.7.novel3	ENSG00000066557.7	ENST00000370952.4	Control	chr1	test	0.135738022365659	0.73774886	0	last_exon	escape	0	last_exon	escape
ENSG00000066629.20.novel2	ENSG00000066629.20	ENST00000262233.11	Control	chr14	train	-0.0477246769498729	0.13062719	0	last_exon	escape	0	last_exon	escape
ENSG00000066629.20.novel6	ENSG00000066629.20	ENST00000262233.11	NMD+/PTC+	""	""	3.46117712030104		0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000067221.15.novel3	ENSG00000067221.15	ENST00000316911.10	NMD+/PTC+	chr15	train	2.10325268736796	0.96919674	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000067596.13.novel2	ENSG00000067596.13	ENST00000589898.2	NMD+/PTC+	chr17	train	3.94814078266639	0.985466	0.65	trigger_nmd	trigger	0.41	long_exon	escape
ENSG00000068305.20.novel1	ENSG00000068305.20	ENST00000557785.5	Control	chr15	train	-0.00878941212634401	0.060971264	0	last_exon	escape	0	last_exon	escape
ENSG00000068305.20.novel20	ENSG00000068305.20	ENST00000557785.5	NMD+/PTC+	chr15	train	3.00875784180701	0.85377187	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000068400.15.novel2	ENSG00000068400.15	ENST00000376423.8	NMD+/PTC+	chrX	train	2.91693116147697	0.89738697	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000068724.19.novel1	ENSG00000068724.19	ENST00000319190.11	Control	chr2	val	0.0163539055457091	0.084733464	0	last_exon	escape	0	last_exon	escape
ENSG00000068724.19.novel4	ENSG00000068724.19	ENST00000319190.11	NMD+/PTC+	chr2	val	3.3337617303043	0.9921853	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000068885.16.novel13	ENSG00000068885.16	ENST00000496589.5	NMD+/PTC+	chr3	test	2.29324639549716	0.97569525	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000068885.16.novel7	ENSG00000068885.16	ENST00000496589.5	Control	chr3	test	0.24873600126675	0.052872796	0	last_exon	escape	0	last_exon	escape
ENSG00000068971.15.novel3	ENSG00000068971.15	ENST00000164133.7	NMD+/PTC+	chr11	train	2.12146999396181	0.8424366	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000069122.20.novel1	ENSG00000069122.20	ENST00000283296.12	NMD+/PTC+	chr6	train	2.0134794006398	0.6869794	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000069122.20.novel2	ENSG00000069122.20	ENST00000283296.12	Control	chr6	train	-0.00961362128432742	0.18498147	0	last_exon	escape	0	last_exon	escape
ENSG00000069998.13.novel1	ENSG00000069998.13	ENST00000336737.8	Control	chr22	train	-0.0510313009887502	0.11586531	0	last_exon	escape	0	last_exon	escape
ENSG00000069998.13.novel2	ENSG00000069998.13	ENST00000336737.8	NMD+/PTC+	chr22	train	1.73897422757543	0.92132837	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000070413.22.novel2	ENSG00000070413.22	ENST00000263196.12	NMD+/PTC+	chr22	train	4.29590215329113	0.9536162	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000070495.16.novel21	ENSG00000070495.16	ENST00000397625.9	Control	chr17	train	-0.0126205249947809	0.49865407	0.41	long_exon	escape	0.41	long_exon	escape
ENSG00000070540.14.novel2	ENSG00000070540.14	ENST00000262139.10	NMD+/PTC+	chr17	train	4.80908792520987	0.99458694	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000070669.18.novel1	ENSG00000070669.18	ENST00000394308.8	NMD+/PTC+	chr7	test	4.54594780006974	0.95414066	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000071205.13.novel2	ENSG00000071205.13	ENST00000510379.1	NMD+/PTC+	chr4	val	4.3720373214238	0.9956825	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000071205.13.novel5	ENSG00000071205.13	ENST00000510379.1	Control	chr4	val	0.0831462025474714	0.13714848	0	last_exon	escape	0	last_exon	escape
ENSG00000071242.14.novel1	ENSG00000071242.14	ENST00000265678.9	Control	chr6	train	0.115177042571393	0.048995893	0	last_exon	escape	0	last_exon	escape
ENSG00000071242.14.novel9	ENSG00000071242.14	ENST00000265678.9	NMD+/PTC+	chr6	train	2.68249573807535	0.9775913	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000071539.15.novel2	ENSG00000071539.15	ENST00000166345.8	Control	chr5	test	0.164054236865984	0.32097888	0.2	50nt_rule	escape	0.2	50nt_rule	escape
ENSG00000071539.15.novel5	ENSG00000071539.15	ENST00000166345.8	NMD+/PTC+	chr5	test	3.12626553934534	0.98341525	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000072571.21.novel2	ENSG00000072571.21	ENST00000393915.9	NMD+/PTC+	chr5	test	3.0118751576112	0.9833734	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000072849.12.novel1	ENSG00000072849.12	ENST00000158771.9	NMD+/PTC+	chr17	train	3.72528988591009	0.7035289	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000072864.17.novel38	ENSG00000072864.17	ENST00000396354.6	Control	chr16	train	-0.00289769628889905	0.4483992	0	last_exon	escape	0	last_exon	escape
ENSG00000072864.17.novel6	ENSG00000072864.17	ENST00000396354.6	NMD+/PTC+	chr16	train	3.14365453766134	0.9836428	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000072958.10.novel5	ENSG00000072958.10	ENST00000291439.8	NMD+/PTC+	chr19	train	4.39216943511854	0.9846662	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000073792.17.novel1	ENSG00000073792.17	ENST00000382199.7	NMD+/PTC+	chr3	test	2.27951860234466	0.9677845	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000074582.16.novel1	ENSG00000074582.16	ENST00000907075.1	NMD+/PTC-	chr2	val	1.24044911530403	0.49637422	0	last_exon	escape	0	last_exon	escape
ENSG00000074582.16.novel6	ENSG00000074582.16	ENST00000907075.1	Control	chr2	val	-0.00901092194844502	0.6039073	0	last_exon	escape	0	last_exon	escape
ENSG00000074935.15.novel1	ENSG00000074935.15	ENST00000368662.10	Control	chr6	train	-0.0275934463508188	0.14881894	0	last_exon	escape	0	last_exon	escape
ENSG00000074935.15.novel2	ENSG00000074935.15	ENST00000368662.10	NMD+/PTC+	""	""	1.94775522643372		0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000075213.12.novel1	ENSG00000075213.12	ENST00000265362.9	Control	chr7	test	0.0716214223195981	0.061266027	0	last_exon	escape	0	last_exon	escape
ENSG00000075213.12.novel2	ENSG00000075213.12	ENST00000265362.9	NMD+/PTC+	chr7	test	3.57437228513972	0.9151417	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
ENSG00000075539.16.novel15	ENSG00000075539.16	ENST00000503339.5	Control	chr4	val	0.190158047526126	0.13458222	0	last_exon	escape	0	last_exon	escape
ENSG00000075539.16.novel19	ENSG00000075539.16	ENST00000503339.5	NMD+/PTC-	chr4	val	1.57212733007603	0.18110241	0	last_exon	escape	0	last_exon	escape
ENSG00000076067.15.novel2	ENSG00000076067.15	ENST00000262031.10	Control	chr12	train	-0.0494371677739892	0.0628669	0	last_exon	escape	0	last_exon	escape
ENSG00000076067.15.novel3	ENSG00000076067.15	ENST00000262031.10	NMD+/PTC+	chr12	train	2.59887933692954	0.9027774	0.65	trigger_nmd	trigger	0.65	trigger_nmd	trigger
