gene_id	dominant_isoform_id	non_dominant_isoform_id	event_type	direction	five_prime	three_prime	bp_diff	cumulative_shift	is_causal	is_contributing	cause_type	net_shift	net_frame_status
ENSG00000005893	PB.34230.32	PB.34230.52	Missing_Internal	GAIN	120439293	120438701	593	593	TRUE	TRUE	frame_disruption	-4396	frame_disrupted
ENSG00000006530	ENST00000649286.2	ENST00000650365.1	SE	LOSS	141593146	141593185	40	-40	TRUE	TRUE	frame_disruption	-2330	frame_disrupted
ENSG00000007129	ENST00000890425.1	ENST00000457737.5	SE	GAIN	41579270	41579628	359	359	TRUE	TRUE	frame_disruption	359	frame_disrupted
ENSG00000007341	ENST00000904305.1	PB.1723.109	Alt_TES	LOSS	112523514	112606678	83164	-83164	TRUE	TRUE	frame_disruption	-83164	frame_disrupted
ENSG00000007341	ENST00000904305.1	PB.1723.84	SE	GAIN	112579376	112579307	70	70	TRUE	TRUE	frame_disruption	-15971	frame_disrupted
ENSG00000007944	ENST00000356840.8	ENST00000349606.5	SE	LOSS	16130557	16130747	191	-191	TRUE	TRUE	frame_disruption	-191	frame_disrupted
ENSG00000008128	ENST00000937803.1	PB.61.201	A5SS	GAIN	1719357	1719328	30	30	FALSE	TRUE	NA	164	frame_disrupted
ENSG00000008128	ENST00000937803.1	PB.61.201	A3SS	GAIN	1709133	1709128	6	36	FALSE	TRUE	NA	164	frame_disrupted
ENSG00000008128	ENST00000937803.1	PB.61.201	Partial_IR_5	GAIN	1704903	1704776	128	164	TRUE	TRUE	direct_stop_insertion	164	frame_disrupted
ENSG00000008282	ENST00000470347.1	PB.29819.19	A3SS	GAIN	106093150	106093138	13	13	TRUE	TRUE	frame_disruption	-93	frame_preserved
ENSG00000008382	ENST00000359935.8	ENST00000594716.5	Missing_Internal	GAIN	4354949	4355021	73	73	TRUE	TRUE	frame_disruption	-608	frame_disrupted
ENSG00000010295	ENST00000356896.8	PB.6662.3	Partial_IR_3	GAIN	6541853	6541643	211	211	TRUE	TRUE	direct_stop_insertion	211	frame_disrupted
ENSG00000010704	ENST00000714164.1	ENST00000714168.1	Missing_Internal	GAIN	26090841	26091104	264	264	FALSE	TRUE	NA	996	frame_preserved
ENSG00000010704	ENST00000714164.1	ENST00000714168.1	Missing_Internal	GAIN	26091314	26091589	276	540	FALSE	TRUE	NA	996	frame_preserved
ENSG00000010704	ENST00000714164.1	ENST00000714168.1	Missing_Internal	GAIN	26092685	26093026	342	882	FALSE	TRUE	NA	996	frame_preserved
ENSG00000010704	ENST00000714164.1	ENST00000714168.1	Missing_Internal	GAIN	26093119	26093232	114	996	FALSE	TRUE	NA	996	frame_preserved
ENSG00000010704	ENST00000714164.1	PB.27003.12	Missing_Internal	GAIN	26090841	26091104	264	264	FALSE	TRUE	NA	930	frame_preserved
ENSG00000010704	ENST00000714164.1	PB.27003.12	Missing_Internal	GAIN	26091314	26091589	276	540	FALSE	TRUE	NA	930	frame_preserved
ENSG00000010704	ENST00000714164.1	PB.27003.12	Missing_Internal	GAIN	26092685	26092960	276	816	FALSE	TRUE	NA	930	frame_preserved
ENSG00000010704	ENST00000714164.1	PB.27003.12	Missing_Internal	GAIN	26093119	26093232	114	930	FALSE	TRUE	NA	930	frame_preserved
ENSG00000011478	ENST00000366382.8	ENST00000677024.1	Partial_IR_5	GAIN	45692911	45693103	193	193	TRUE	TRUE	direct_stop_insertion	-1564	frame_disrupted
ENSG00000012817	ENST00000893731.1	PB.34539.7	Missing_Internal	GAIN	19741488	19741318	171	171	FALSE	TRUE	NA	988	frame_disrupted
ENSG00000012817	ENST00000893731.1	PB.34539.7	Missing_Internal	GAIN	19739662	19739528	135	306	FALSE	TRUE	NA	988	frame_disrupted
ENSG00000012817	ENST00000893731.1	PB.34539.7	Partial_IR_3	GAIN	19710260	19709579	682	988	TRUE	TRUE	direct_stop_insertion	988	frame_disrupted
ENSG00000012817	ENST00000893731.1	PB.34539.81	Missing_Internal	GAIN	19741488	19741318	171	171	FALSE	TRUE	NA	-9507	frame_preserved
ENSG00000012817	ENST00000893731.1	PB.34539.81	Missing_Internal	GAIN	19739662	19739528	135	306	FALSE	TRUE	NA	-9507	frame_preserved
ENSG00000012817	ENST00000893731.1	PB.34539.81	A5SS	GAIN	19716278	19716275	4	310	TRUE	TRUE	frame_disruption	-9507	frame_preserved
ENSG00000013288	PB.23404.36	PB.23404.41	SE	LOSS	6591401	6591493	93	-93	FALSE	TRUE	NA	-14	frame_disrupted
ENSG00000013288	PB.23404.36	PB.23404.41	A3SS	LOSS	6594534	6594569	36	-129	FALSE	TRUE	NA	-14	frame_disrupted
ENSG00000013288	PB.23404.36	PB.23404.41	Partial_IR_5	GAIN	6617493	6617607	115	-14	TRUE	TRUE	direct_stop_insertion	-14	frame_disrupted
ENSG00000013725	ENST00000899029.1	ENST00000344931.9	Missing_Internal	GAIN	61006574	61006642	69	69	FALSE	TRUE	NA	979	frame_disrupted
ENSG00000013725	ENST00000899029.1	ENST00000344931.9	Missing_Internal	GAIN	61007560	61007910	351	420	FALSE	TRUE	NA	979	frame_disrupted
ENSG00000013725	ENST00000899029.1	ENST00000344931.9	Missing_Internal	GAIN	61008534	61008845	312	732	FALSE	TRUE	NA	979	frame_disrupted
ENSG00000013725	ENST00000899029.1	ENST00000344931.9	Missing_Internal	GAIN	61009572	61009874	303	1035	FALSE	TRUE	NA	979	frame_disrupted
ENSG00000013725	ENST00000899029.1	ENST00000344931.9	Missing_Internal	GAIN	61011070	61011135	66	1101	FALSE	TRUE	NA	979	frame_disrupted
ENSG00000013725	ENST00000899029.1	ENST00000344931.9	A3SS	LOSS	61015713	61015732	20	1081	TRUE	TRUE	frame_disruption	979	frame_disrupted
ENSG00000014641	PB.16942.7	PB.16942.8	Partial_IR_5	GAIN	63597575	63598890	1316	1316	TRUE	TRUE	direct_stop_insertion	-7625	frame_disrupted
ENSG00000015532	ENST00000854775.1	PB.13490.11	A5SS	GAIN	50358481	50358540	60	60	FALSE	TRUE	NA	60	frame_preserved
ENSG00000022556	PB.16122.19	PB.16122.29	SE	GAIN	54989557	54989752	196	196	TRUE	TRUE	frame_disruption	-176	frame_disrupted
ENSG00000022556	PB.16122.19	PB.16122.8	A5SS	LOSS	54990097	54990192	96	-96	FALSE	TRUE	NA	-294	frame_preserved
ENSG00000022556	PB.16122.19	PB.16122.8	SE	GAIN	54990220	54990393	174	78	FALSE	TRUE	NA	-294	frame_preserved
ENSG00000022556	PB.16122.19	PB.16122.8	Partial_IR_5	LOSS	54990673	54991044	372	-294	FALSE	TRUE	NA	-294	frame_preserved
ENSG00000023608	PB.9584.18	PB.9584.22	A3SS	LOSS	61768636	61768646	11	-11	TRUE	TRUE	frame_disruption	-11	frame_disrupted
ENSG00000025770	ENST00000910458.1	ENST00000418794.1	A5SS	LOSS	50515775	50515779	5	-5	TRUE	TRUE	frame_disruption	-5418	frame_preserved
ENSG00000025770	ENST00000910458.1	PB.20972.18	SE	LOSS	50515720	50515779	60	-60	FALSE	TRUE	NA	-60	frame_preserved
ENSG00000031823	ENST00000587463.5	PB.14931.120	A5SS	LOSS	5957918	5957906	11	-11	TRUE	TRUE	frame_disruption	-11	frame_disrupted
ENSG00000032742	PB.8327.90	PB.8327.91	SE	GAIN	20624115	20624182	68	68	TRUE	TRUE	frame_disruption	68	frame_disrupted
ENSG00000033011	PB.11487.29	PB.11487.27	A3SS	GAIN	5082556	5082558	3	3	FALSE	TRUE	NA	2	frame_disrupted
ENSG00000033011	PB.11487.29	PB.11487.27	A3SS	LOSS	5083682	5083682	1	2	TRUE	TRUE	frame_disruption	2	frame_disrupted
ENSG00000033627	ENST00000589727.5	PB.13261.81	Missing_Internal	GAIN	42466429	42466507	79	79	TRUE	TRUE	frame_disruption	177	frame_preserved
ENSG00000033627	ENST00000589727.5	PB.13261.89	Missing_Internal	GAIN	42466429	42466507	79	79	TRUE	TRUE	frame_disruption	290	frame_disrupted
ENSG00000037241	ENST00000906540.1	PB.26520.11	Missing_Internal	GAIN	172964522	172964935	414	414	FALSE	TRUE	NA	95	frame_disrupted
ENSG00000037241	ENST00000906540.1	PB.26520.11	Missing_Internal	LOSS	172968459	172968599	141	273	FALSE	TRUE	NA	95	frame_disrupted
ENSG00000037241	ENST00000906540.1	PB.26520.11	Missing_Internal	LOSS	172969413	172969590	178	95	TRUE	TRUE	frame_disruption	95	frame_disrupted
ENSG00000037757	ENST00000912602.1	PB.15169.24	SE	LOSS	13768359	13768447	89	-89	TRUE	TRUE	frame_disruption	-15	frame_preserved
ENSG00000040731	PB.25086.5	ENST00000510477.5	SE	LOSS	24505248	24505112	137	-137	TRUE	TRUE	frame_disruption	-137	frame_disrupted
ENSG00000040933	ENST00000715897.1	PB.17359.29	Partial_IR_5	GAIN	98555692	98555808	117	117	TRUE	TRUE	direct_stop_insertion	-10	frame_disrupted
ENSG00000042813	ENST00000903719.1	ENST00000413331.1	Partial_IR_5	GAIN	50093067	50092863	205	205	TRUE	TRUE	direct_stop_insertion	-145690	frame_disrupted
ENSG00000050165	ENST00000903526.1	PB.5053.8	A3SS	GAIN	11968487	11968485	3	3	FALSE	TRUE	NA	3	frame_preserved
ENSG00000053501	PB.15263.14	ENST00000594724.5	SE	LOSS	17215802	17215851	50	-50	TRUE	TRUE	frame_disruption	-268	frame_disrupted
ENSG00000054611	PB.20935.35	PB.20935.18	Missing_Internal	LOSS	46913334	46914285	952	-952	TRUE	TRUE	frame_disruption	-952	frame_disrupted
ENSG00000054611	PB.20935.35	PB.20935.2	Missing_Internal	LOSS	46913334	46914285	952	-952	TRUE	TRUE	frame_disruption	-952	frame_disrupted
ENSG00000054611	PB.20935.35	PB.20935.36	Missing_Internal	LOSS	46913334	46914285	952	-952	TRUE	TRUE	frame_disruption	-952	frame_disrupted
ENSG00000054611	PB.20935.35	PB.20935.43	Missing_Internal	LOSS	46913334	46914285	952	-952	TRUE	TRUE	frame_disruption	-952	frame_disrupted
ENSG00000055147	ENST00000907993.1	PB.26364.60	A5SS	LOSS	154026401	154026398	2	-2	TRUE	TRUE	frame_disruption	7	frame_disrupted
ENSG00000055163	ENST00000883378.1	PB.26391.35	Missing_Internal	GAIN	157309743	157309834	92	92	TRUE	TRUE	frame_disruption	209	frame_disrupted
ENSG00000058600	PB.11681.24	PB.11681.32	SE	GAIN	22326671	22326929	259	259	TRUE	TRUE	frame_disruption	385	frame_disrupted
ENSG00000058804	ENST00000874544.1	PB.1091.76	Missing_Internal	LOSS	53797144	53796899	246	-246	FALSE	TRUE	NA	-248	frame_disrupted
ENSG00000058804	ENST00000874544.1	PB.1091.76	Missing_Internal	LOSS	53796804	53796689	116	-362	TRUE	TRUE	frame_disruption	-248	frame_disrupted
ENSG00000058804	ENST00000874544.1	PB.1091.94	SE	LOSS	53800848	53800693	156	-156	FALSE	TRUE	NA	-107	frame_disrupted
ENSG00000058804	ENST00000874544.1	PB.1091.94	SE	LOSS	53796804	53796689	116	-272	TRUE	TRUE	frame_disruption	-107	frame_disrupted
ENSG00000060642	ENST00000970551.1	PB.528.15	SE	GAIN	26795880	26796613	734	734	TRUE	TRUE	frame_disruption	734	frame_disrupted
ENSG00000060971	ENST00000955505.1	PB.21398.4	SE	GAIN	38129388	38129290	99	99	FALSE	TRUE	NA	99	frame_preserved
ENSG00000060982	PB.6947.172	PB.6947.130	SE	LOSS	24878649	24878530	120	-120	FALSE	TRUE	NA	-120	frame_preserved
ENSG00000064012	ENST00000413726.6	ENST00000696068.1	Missing_Internal	LOSS	201272898	201272942	45	-45	FALSE	TRUE	NA	-110	frame_disrupted
ENSG00000064012	ENST00000413726.6	ENST00000696068.1	Missing_Internal	LOSS	201274889	201274953	65	-110	TRUE	TRUE	frame_disruption	-110	frame_disrupted
ENSG00000064102	ENST00000892606.1	PB.6971.1	SE	GAIN	26917733	26917644	90	90	FALSE	TRUE	NA	90	frame_preserved
ENSG00000064102	ENST00000892606.1	PB.6971.92	SE	GAIN	26917733	26917644	90	90	FALSE	TRUE	NA	62	frame_disrupted
ENSG00000064102	ENST00000892606.1	PB.6971.92	A3SS	GAIN	26917459	26917442	18	108	FALSE	TRUE	NA	62	frame_disrupted
ENSG00000064102	ENST00000892606.1	PB.6971.92	A3SS	LOSS	26914578	26914533	46	62	TRUE	TRUE	frame_disruption	62	frame_disrupted
ENSG00000064201	ENST00000855795.1	ENST00000437313.1	A5SS	GAIN	2302216	2302222	7	7	TRUE	TRUE	frame_disruption	-7927	frame_disrupted
ENSG00000064545	ENST00000913784.1	PB.15342.3	Missing_Internal	GAIN	19121668	19121524	145	145	TRUE	TRUE	frame_disruption	259	frame_disrupted
ENSG00000064601	ENST00000867517.1	PB.19545.22	Partial_IR_5	GAIN	45895134	45895847	714	714	TRUE	TRUE	direct_stop_insertion	1017	frame_preserved
ENSG00000064703	PB.1715.22	PB.1715.24	Alt_TES	LOSS	111767263	111762800	4463	-4463	TRUE	TRUE	frame_disruption	-4463	frame_disrupted
ENSG00000064726	ENST00000876369.1	PB.11089.30	SE	LOSS	83062176	83062156	21	-21	FALSE	TRUE	NA	-33801	frame_preserved
ENSG00000064726	ENST00000876369.1	PB.11089.30	Partial_IR_5	GAIN	83056388	83054865	1524	1503	TRUE	TRUE	direct_stop_insertion	-33801	frame_preserved
ENSG00000064995	ENST00000950462.1	ENST00000688059.1	A5SS	GAIN	34882934	34882932	3	3	FALSE	TRUE	NA	-25	frame_disrupted
ENSG00000064995	ENST00000950462.1	ENST00000688059.1	A3SS	LOSS	34880376	34880349	28	-25	TRUE	TRUE	frame_disruption	-25	frame_disrupted
ENSG00000065457	ENST00000568001.5	PB.12245.74	SE	GAIN	75618640	75618586	55	55	TRUE	TRUE	frame_disruption	55	frame_disrupted
ENSG00000065485	PB.22332.9	PB.22332.11	Partial_IR_5	GAIN	123106842	123107425	584	584	TRUE	TRUE	direct_stop_insertion	-25580	frame_disrupted
ENSG00000066855	ENST00000867676.1	ENST00000523222.5	SE	GAIN	65689566	65689599	34	34	TRUE	TRUE	frame_disruption	-5811	frame_preserved
ENSG00000067225	ENST00000933445.1	PB.10900.146	Partial_IR_5	GAIN	72217408	72215101	2308	2308	TRUE	TRUE	direct_stop_insertion	-4016	frame_disrupted
ENSG00000067225	ENST00000933445.1	PB.10900.6	A5SS	GAIN	72209739	72209673	67	67	TRUE	TRUE	frame_disruption	2270	frame_disrupted
ENSG00000068078	ENST00000340107.9	PB.23331.8	A5SS	GAIN	1804521	1804530	10	10	TRUE	TRUE	frame_disruption	10	frame_disrupted
ENSG00000068078	ENST00000340107.9	PB.23331.9	SE	LOSS	1802914	1803064	151	-151	TRUE	TRUE	frame_disruption	-148	frame_disrupted
ENSG00000068078	PB.23331.13	PB.23331.9	SE	LOSS	1802914	1803064	151	-151	TRUE	TRUE	frame_disruption	-77	frame_disrupted
ENSG00000068078	PB.23331.8	PB.23331.9	SE	LOSS	1802914	1803064	151	-151	TRUE	TRUE	frame_disruption	-158	frame_disrupted
ENSG00000068097	ENST00000587003.5	PB.13608.66	A5SS	LOSS	60067434	60067430	3	-3	FALSE	TRUE	NA	-3	frame_preserved
ENSG00000068137	ENST00000895612.1	ENST00000591196.5	SE	GAIN	42670376	42669943	434	434	TRUE	TRUE	frame_disruption	434	frame_disrupted
ENSG00000068400	ENST00000704104.1	ENST00000704047.1	Partial_IR_5	GAIN	49002187	49001999	189	189	TRUE	TRUE	direct_stop_insertion	-1533	frame_preserved
ENSG00000068438	ENST00000951061.1	PB.33731.3	A3SS	GAIN	48482403	48482408	6	6	FALSE	TRUE	NA	6	frame_preserved
ENSG00000068438	ENST00000951061.1	PB.33731.8	A3SS	GAIN	48482403	48482408	6	6	FALSE	TRUE	NA	48	frame_preserved
ENSG00000068438	ENST00000951061.1	PB.33731.8	A3SS	GAIN	48482597	48482638	42	48	FALSE	TRUE	NA	48	frame_preserved
ENSG00000068697	ENST00000858092.1	PB.16438.6	Partial_IR_5	GAIN	20051517	20051410	108	108	TRUE	TRUE	direct_stop_insertion	108	frame_preserved
ENSG00000070269	PB.9519.131	PB.9519.148	SE	LOSS	56603815	56603992	178	-178	TRUE	TRUE	frame_disruption	-34015	frame_disrupted
ENSG00000070269	PB.9519.131	PB.9519.153	SE	LOSS	56621531	56621702	172	-172	TRUE	TRUE	frame_disruption	-172	frame_disrupted
ENSG00000070269	PB.9519.131	PB.9519.21	A5SS	LOSS	56605683	56605683	1	-1	TRUE	TRUE	frame_disruption	-288	frame_preserved
ENSG00000070269	PB.9519.148	PB.9519.82	SE	GAIN	56603815	56603992	178	178	TRUE	TRUE	frame_disruption	178	frame_disrupted
ENSG00000070423	ENST00000292363.10	PB.14751.23	Partial_IR_5	GAIN	651610	651280	331	331	TRUE	TRUE	direct_stop_insertion	-2728	frame_disrupted
ENSG00000070526	PB.13881.20	PB.13881.18	A3SS	GAIN	76627272	76627239	34	34	TRUE	TRUE	frame_disruption	211	frame_disrupted
ENSG00000070526	PB.13881.20	PB.13881.43	Alt_TES	LOSS	76617412	76624756	7344	-7344	FALSE	TRUE	NA	-7344	frame_preserved
ENSG00000070669	ENST00000394308.8	ENST00000454046.5	A3SS	GAIN	97854754	97854681	74	74	TRUE	TRUE	frame_disruption	74	frame_disrupted
ENSG00000070756	ENST00000900770.1	PB.31329.438	A5SS	LOSS	100715471	100715461	9	-9	FALSE	TRUE	NA	-102	frame_preserved
ENSG00000070756	ENST00000900770.1	PB.31329.438	SE	LOSS	100714563	100714471	93	-102	FALSE	TRUE	NA	-102	frame_preserved
ENSG00000071282	ENST00000921338.1	ENST00000456506.2	SE	GAIN	8532737	8532825	89	89	TRUE	TRUE	frame_disruption	89	frame_disrupted
ENSG00000071889	ENST00000421517.5	ENST00000416319.5	SE	LOSS	154512411	154512314	98	-98	TRUE	TRUE	frame_disruption	-98	frame_disrupted
ENSG00000072756	ENST00000339437.11	PB.20998.47	Missing_Internal	LOSS	3129919	3130679	761	-761	TRUE	TRUE	frame_disruption	-761	frame_disrupted
ENSG00000073060	PB.8236.38	PB.8236.44	SE	LOSS	124810289	124810174	116	-116	TRUE	TRUE	frame_disruption	77	frame_disrupted
ENSG00000074696	PB.10813.73	PB.10813.69	Partial_IR_5	GAIN	65530719	65531581	863	863	TRUE	TRUE	direct_stop_insertion	-42511	frame_disrupted
ENSG00000075035	ENST00000549903.1	PB.7932.2	A3SS	GAIN	108240334	108240343	10	10	TRUE	TRUE	frame_disruption	228	frame_preserved
ENSG00000075975	ENST00000900947.1	PB.21137.8	SE	LOSS	12566623	12566703	81	-81	FALSE	TRUE	NA	-81	frame_preserved
ENSG00000076604	ENST00000262396.10	PB.12979.5	Missing_Internal	GAIN	28748262	28748423	162	162	FALSE	TRUE	NA	825	frame_preserved
ENSG00000076604	ENST00000262396.10	PB.12979.5	Missing_Internal	GAIN	28748511	28748666	156	318	FALSE	TRUE	NA	825	frame_preserved
ENSG00000076604	ENST00000262396.10	PB.12979.5	Partial_IR_3	GAIN	28748945	28749451	507	825	TRUE	TRUE	direct_stop_insertion	825	frame_preserved
ENSG00000079459	ENST00000938346.1	ENST00000525607.5	SE	GAIN	11803322	11803518	197	197	TRUE	TRUE	frame_disruption	374	frame_disrupted
ENSG00000079616	ENST00000689660.1	PB.11780.15	Alt_TES	LOSS	29805385	29802117	3268	-3268	TRUE	TRUE	frame_disruption	-3268	frame_disrupted
ENSG00000079616	ENST00000689660.1	PB.11780.19	A3SS	GAIN	29799913	29799960	48	48	FALSE	TRUE	NA	48	frame_preserved
ENSG00000079616	ENST00000936375.1	PB.11780.15	Partial_IR_5	GAIN	29798748	29799184	437	437	TRUE	TRUE	direct_stop_insertion	-2830	frame_disrupted
ENSG00000079805	PB.15071.36	PB.15071.35	A5SS	GAIN	10795440	10795483	44	44	TRUE	TRUE	frame_disruption	23	frame_disrupted
ENSG00000079805	PB.15071.36	PB.15071.64	SE	LOSS	10805916	10805967	52	-52	TRUE	TRUE	frame_disruption	-73	frame_disrupted
ENSG00000079974	ENST00000887320.1	PB.20989.83	SE	GAIN	50773616	50773429	188	188	TRUE	TRUE	frame_disruption	155	frame_disrupted
ENSG00000080561	PB.34129.48	PB.34129.27	Missing_Internal	LOSS	107916002	107916129	128	-128	TRUE	TRUE	frame_disruption	-272	frame_disrupted
ENSG00000080608	ENST00000922208.1	PB.31831.62	SE	LOSS	2835412	2835293	120	-120	FALSE	TRUE	NA	-12	frame_preserved
ENSG00000080608	ENST00000922208.1	PB.31831.62	SE	GAIN	2821024	2820917	108	-12	FALSE	TRUE	NA	-12	frame_preserved
ENSG00000080608	ENST00000922208.1	PB.31831.63	SE	LOSS	2835412	2835293	120	-120	FALSE	TRUE	NA	-120	frame_preserved
ENSG00000080618	ENST00000439329.5	ENST00000675730.1	SE	LOSS	46064741	46064648	94	-94	TRUE	TRUE	frame_disruption	-94	frame_disrupted
ENSG00000081803	PB.30031.96	PB.30031.9	SE	LOSS	122393315	122393196	120	-120	FALSE	TRUE	NA	-109	frame_disrupted
ENSG00000081803	PB.30031.96	PB.30031.9	A5SS	GAIN	122387025	122387015	11	-109	TRUE	TRUE	frame_disruption	-109	frame_disrupted
ENSG00000081870	ENST00000899898.1	PB.1094.16	Partial_IR_5	GAIN	53923903	53922160	1744	1744	TRUE	TRUE	direct_stop_insertion	2035	frame_disrupted
ENSG00000081870	ENST00000899898.1	PB.1094.8	Partial_IR_5	GAIN	53923903	53922160	1744	1744	TRUE	TRUE	direct_stop_insertion	2035	frame_disrupted
ENSG00000083720	ENST00000899739.1	PB.25223.33	SE	GAIN	41784723	41784570	154	154	TRUE	TRUE	frame_disruption	160	frame_disrupted
ENSG00000084623	ENST00000677540.1	ENST00000678842.1	Missing_Internal	LOSS	32226171	32226320	150	-150	FALSE	TRUE	NA	-278	frame_disrupted
ENSG00000084623	ENST00000677540.1	ENST00000678842.1	Missing_Internal	LOSS	32226403	32226530	128	-278	TRUE	TRUE	frame_disruption	-278	frame_disrupted
ENSG00000084623	ENST00000677540.1	PB.640.10	SE	GAIN	32229135	32229208	74	74	TRUE	TRUE	frame_disruption	74	frame_disrupted
ENSG00000084693	ENST00000889664.1	PB.16537.26	SE	LOSS	27069026	27069094	69	-69	FALSE	TRUE	NA	-69	frame_preserved
ENSG00000084693	PB.16537.8	PB.16537.26	SE	GAIN	27069573	27069706	134	134	TRUE	TRUE	frame_disruption	134	frame_disrupted
ENSG00000085721	ENST00000563559.5	PB.11580.139	A3SS	LOSS	15070254	15070194	61	-61	TRUE	TRUE	frame_disruption	1063	frame_disrupted
ENSG00000086189	ENST00000879669.1	ENST00000514911.5	SE	GAIN	62402122	62402036	87	87	FALSE	TRUE	NA	-3510	frame_preserved
ENSG00000086189	ENST00000879669.1	ENST00000514911.5	A5SS	GAIN	62398510	62398429	82	169	TRUE	TRUE	frame_disruption	-3510	frame_preserved
ENSG00000086189	ENST00000879669.1	PB.25389.13	SE	GAIN	62402122	62402036	87	87	FALSE	TRUE	NA	-7547	frame_disrupted
ENSG00000086189	ENST00000879669.1	PB.25389.13	Partial_IR_5	GAIN	62398510	62397350	1161	1248	TRUE	TRUE	direct_stop_insertion	-7547	frame_disrupted
ENSG00000086189	ENST00000879669.1	PB.25389.8	SE	GAIN	62402122	62402036	87	87	FALSE	TRUE	NA	87	frame_preserved
ENSG00000086189	ENST00000879669.1	PB.25389.9	SE	GAIN	62402122	62402036	87	87	FALSE	TRUE	NA	87	frame_preserved
ENSG00000086848	ENST00000614444.4	ENST00000619129.4	SE	LOSS	111870370	111870232	139	-139	TRUE	TRUE	frame_disruption	-10	frame_disrupted
ENSG00000087095	ENST00000582037.2	PB.12955.5	Missing_Internal	LOSS	28047917	28048926	1010	-1010	TRUE	TRUE	frame_disruption	-1010	frame_disrupted
ENSG00000087245	PB.11952.22	PB.11952.19	A5SS	LOSS	55484165	55484221	57	-57	FALSE	TRUE	NA	-58	frame_disrupted
ENSG00000087245	PB.11952.22	PB.11952.19	A5SS	LOSS	55493293	55493293	1	-58	TRUE	TRUE	frame_disruption	-58	frame_disrupted
ENSG00000087253	PB.11952.64	PB.11952.61	A5SS	GAIN	55528595	55528609	15	15	FALSE	TRUE	NA	-46869	frame_preserved
ENSG00000087253	PB.11952.64	PB.11952.61	Partial_IR_5	GAIN	55537633	55538707	1075	1090	TRUE	TRUE	direct_stop_insertion	-46869	frame_preserved
ENSG00000087258	ENST00000563661.2	ENST00000640893.1	Partial_IR_5	LOSS	56276073	56277027	955	-955	TRUE	TRUE	frame_disruption	-955	frame_disrupted
ENSG00000087258	ENST00000563661.2	ENST00000675160.1	Missing_Internal	GAIN	56235013	56235384	372	372	FALSE	TRUE	NA	-38593	frame_disrupted
ENSG00000087258	ENST00000563661.2	ENST00000675160.1	Alt_TES	LOSS	56277027	56238062	38965	-38593	TRUE	TRUE	frame_disruption	-38593	frame_disrupted
ENSG00000087263	ENST00000924153.1	PB.11958.80	Missing_Internal	GAIN	56458548	56458594	47	47	TRUE	TRUE	frame_disruption	1201	frame_disrupted
ENSG00000087365	PB.5664.59	PB.5664.30	SE	LOSS	66060474	66060540	67	-67	TRUE	TRUE	frame_disruption	83	frame_disrupted
ENSG00000088836	ENST00000925550.1	PB.19002.133	A5SS	GAIN	3230514	3230500	15	15	FALSE	TRUE	NA	89	frame_disrupted
ENSG00000088836	ENST00000925550.1	PB.19002.133	SE	GAIN	3230260	3230187	74	89	TRUE	TRUE	frame_disruption	89	frame_disrupted
