gene_id	dominant_isoform_id	non_dominant_isoform_id	event_type	direction	five_prime	three_prime	bp_diff	cumulative_shift	is_causal	is_contributing	cause_type	net_shift	net_frame_status
ENSG00000004455	PB.665.83	PB.665.86	SE	GAIN	33021461	33021367	95	-16	TRUE	TRUE	frame_disruption	-16	frame_disrupted
ENSG00000005206	PB.14829.26	PB.14829.23	Missing_Internal	GAIN	2343965	2344039	75	75	FALSE	TRUE	NA	138	frame_preserved
ENSG00000005206	PB.14829.26	PB.14829.23	Missing_Internal	GAIN	2344362	2344424	63	138	FALSE	TRUE	NA	138	frame_preserved
ENSG00000005206	PB.14829.26	PB.14829.38	Missing_Internal	GAIN	2343965	2344039	75	75	FALSE	TRUE	NA	38	frame_disrupted
ENSG00000005206	PB.14829.26	PB.14829.38	Missing_Internal	GAIN	2344362	2344424	63	138	FALSE	TRUE	NA	38	frame_disrupted
ENSG00000005206	PB.14829.26	PB.14829.38	SE	LOSS	2344553	2344652	100	38	TRUE	TRUE	frame_disruption	38	frame_disrupted
ENSG00000005893	PB.34230.32	PB.34230.52	Missing_Internal	GAIN	120439293	120438701	593	593	TRUE	TRUE	frame_disruption	-4396	frame_disrupted
ENSG00000006125	ENST00000967994.1	PB.13088.57	A3SS	GAIN	35598230	35598232	3	3	FALSE	TRUE	NA	130	frame_disrupted
ENSG00000006125	ENST00000967994.1	PB.13088.57	SE	GAIN	35642462	35642527	66	69	FALSE	TRUE	NA	130	frame_disrupted
ENSG00000006125	ENST00000967994.1	PB.13088.57	SE	LOSS	35670857	35670898	42	27	FALSE	TRUE	NA	130	frame_disrupted
ENSG00000006125	ENST00000967994.1	PB.13088.57	SE	GAIN	35707907	35708009	103	130	TRUE	TRUE	frame_disruption	130	frame_disrupted
ENSG00000006530	ENST00000649286.2	ENST00000650365.1	SE	LOSS	141593146	141593185	40	-40	TRUE	TRUE	frame_disruption	-2330	frame_disrupted
ENSG00000006695	PB.12788.46	ENST00000581931.5	SE	LOSS	14102118	14102242	125	-125	TRUE	TRUE	frame_disruption	-201	frame_preserved
ENSG00000006695	PB.12788.46	PB.12788.42	SE	LOSS	14102118	14102242	125	-125	TRUE	TRUE	frame_disruption	-201	frame_preserved
ENSG00000006704	PB.29408.111	PB.29408.108	A5SS	GAIN	74589929	74589929	1	1	TRUE	TRUE	frame_disruption	1	frame_disrupted
ENSG00000006757	ENST00000889418.1	PB.33378.11	SE	GAIN	7912093	7912028	66	66	FALSE	TRUE	NA	66	frame_preserved
ENSG00000006757	ENST00000889418.1	PB.33378.43	Partial_IR_5	GAIN	7922003	7921881	123	123	TRUE	TRUE	direct_stop_insertion	53	frame_disrupted
ENSG00000007129	ENST00000890425.1	ENST00000457737.5	SE	GAIN	41579270	41579628	359	359	TRUE	TRUE	frame_disruption	359	frame_disrupted
ENSG00000007306	ENST00000869058.1	PB.15720.4	SE	GAIN	41684895	41684400	496	496	TRUE	TRUE	frame_disruption	505	frame_disrupted
ENSG00000007341	ENST00000904305.1	PB.1723.109	Alt_TES	LOSS	112523514	112606678	83164	-83164	TRUE	TRUE	frame_disruption	-83164	frame_disrupted
ENSG00000007341	ENST00000904305.1	PB.1723.84	SE	GAIN	112579376	112579307	70	70	TRUE	TRUE	frame_disruption	-15971	frame_disrupted
ENSG00000007944	ENST00000356840.8	ENST00000349606.5	SE	LOSS	16130557	16130747	191	-191	TRUE	TRUE	frame_disruption	-191	frame_disrupted
ENSG00000008128	ENST00000937803.1	PB.61.201	A5SS	GAIN	1719357	1719328	30	30	FALSE	TRUE	NA	164	frame_disrupted
ENSG00000008128	ENST00000937803.1	PB.61.201	A3SS	GAIN	1709133	1709128	6	36	FALSE	TRUE	NA	164	frame_disrupted
ENSG00000008128	ENST00000937803.1	PB.61.201	Partial_IR_5	GAIN	1704903	1704776	128	164	TRUE	TRUE	direct_stop_insertion	164	frame_disrupted
ENSG00000008282	ENST00000470347.1	PB.29819.19	A3SS	GAIN	106093150	106093138	13	13	TRUE	TRUE	frame_disruption	-93	frame_preserved
ENSG00000008382	ENST00000359935.8	ENST00000594716.5	Missing_Internal	GAIN	4354949	4355021	73	73	TRUE	TRUE	frame_disruption	-608	frame_disrupted
ENSG00000009335	PB.30434.34	PB.30434.42	SE	GAIN	157169048	157169122	75	75	FALSE	TRUE	NA	-31208	frame_disrupted
ENSG00000009335	PB.30434.34	PB.30434.42	Partial_IR_5	GAIN	157231328	157232492	1165	1240	TRUE	TRUE	direct_stop_insertion	-31208	frame_disrupted
ENSG00000010295	ENST00000356896.8	PB.6662.3	Partial_IR_3	GAIN	6541853	6541643	211	211	TRUE	TRUE	direct_stop_insertion	211	frame_disrupted
ENSG00000010704	ENST00000309234.11	PB.27003.12	Partial_IR_3	GAIN	26094186	26094403	218	218	TRUE	TRUE	direct_stop_insertion	218	frame_disrupted
ENSG00000010704	ENST00000714164.1	ENST00000714168.1	Missing_Internal	GAIN	26090841	26091104	264	264	FALSE	TRUE	NA	996	frame_preserved
ENSG00000010704	ENST00000714164.1	ENST00000714168.1	Missing_Internal	GAIN	26091314	26091589	276	540	FALSE	TRUE	NA	996	frame_preserved
ENSG00000010704	ENST00000714164.1	ENST00000714168.1	Missing_Internal	GAIN	26092685	26093026	342	882	FALSE	TRUE	NA	996	frame_preserved
ENSG00000010704	ENST00000714164.1	ENST00000714168.1	Missing_Internal	GAIN	26093119	26093232	114	996	FALSE	TRUE	NA	996	frame_preserved
ENSG00000010704	ENST00000714164.1	PB.27003.12	Missing_Internal	GAIN	26090841	26091104	264	264	FALSE	TRUE	NA	930	frame_preserved
ENSG00000010704	ENST00000714164.1	PB.27003.12	Missing_Internal	GAIN	26091314	26091589	276	540	FALSE	TRUE	NA	930	frame_preserved
ENSG00000010704	ENST00000714164.1	PB.27003.12	Missing_Internal	GAIN	26092685	26092960	276	816	FALSE	TRUE	NA	930	frame_preserved
ENSG00000010704	ENST00000714164.1	PB.27003.12	Missing_Internal	GAIN	26093119	26093232	114	930	FALSE	TRUE	NA	930	frame_preserved
ENSG00000011143	PB.13573.15	PB.13573.6	SE	GAIN	58211022	58210980	43	43	TRUE	TRUE	frame_disruption	43	frame_disrupted
ENSG00000011376	ENST00000265537.8	ENST00000651549.1	SE	LOSS	45500027	45500144	118	-118	TRUE	TRUE	frame_disruption	-118	frame_disrupted
ENSG00000011478	ENST00000366382.8	ENST00000677024.1	Partial_IR_5	GAIN	45692911	45693103	193	193	TRUE	TRUE	direct_stop_insertion	-1564	frame_disrupted
ENSG00000011478	ENST00000366382.8	PB.15845.10	Partial_IR_5	GAIN	45693557	45694123	567	567	TRUE	TRUE	direct_stop_insertion	-8110	frame_disrupted
ENSG00000011478	ENST00000677024.1	PB.15845.10	Partial_IR_5	LOSS	45692911	45693103	193	-193	TRUE	TRUE	frame_disruption	-193	frame_disrupted
ENSG00000012817	ENST00000893731.1	PB.34539.7	Missing_Internal	GAIN	19741488	19741318	171	171	FALSE	TRUE	NA	988	frame_disrupted
ENSG00000012817	ENST00000893731.1	PB.34539.7	Missing_Internal	GAIN	19739662	19739528	135	306	FALSE	TRUE	NA	988	frame_disrupted
ENSG00000012817	ENST00000893731.1	PB.34539.7	Partial_IR_3	GAIN	19710260	19709579	682	988	TRUE	TRUE	direct_stop_insertion	988	frame_disrupted
ENSG00000012817	ENST00000893731.1	PB.34539.81	Missing_Internal	GAIN	19741488	19741318	171	171	FALSE	TRUE	NA	-9507	frame_preserved
ENSG00000012817	ENST00000893731.1	PB.34539.81	Missing_Internal	GAIN	19739662	19739528	135	306	FALSE	TRUE	NA	-9507	frame_preserved
ENSG00000012817	ENST00000893731.1	PB.34539.81	A5SS	GAIN	19716278	19716275	4	310	TRUE	TRUE	frame_disruption	-9507	frame_preserved
ENSG00000013288	PB.23404.36	PB.23404.23	SE	LOSS	6591401	6591493	93	-93	FALSE	TRUE	NA	246	frame_preserved
ENSG00000013288	PB.23404.36	PB.23404.23	SE	GAIN	6605951	6606111	161	68	TRUE	TRUE	frame_disruption	246	frame_preserved
ENSG00000013288	PB.23404.36	PB.23404.41	SE	LOSS	6591401	6591493	93	-93	FALSE	TRUE	NA	-14	frame_disrupted
ENSG00000013288	PB.23404.36	PB.23404.41	A3SS	LOSS	6594534	6594569	36	-129	FALSE	TRUE	NA	-14	frame_disrupted
ENSG00000013288	PB.23404.36	PB.23404.41	Partial_IR_5	GAIN	6617493	6617607	115	-14	TRUE	TRUE	direct_stop_insertion	-14	frame_disrupted
ENSG00000013725	ENST00000899029.1	ENST00000344931.9	Missing_Internal	GAIN	61006574	61006642	69	69	FALSE	TRUE	NA	979	frame_disrupted
ENSG00000013725	ENST00000899029.1	ENST00000344931.9	Missing_Internal	GAIN	61007560	61007910	351	420	FALSE	TRUE	NA	979	frame_disrupted
ENSG00000013725	ENST00000899029.1	ENST00000344931.9	Missing_Internal	GAIN	61008534	61008845	312	732	FALSE	TRUE	NA	979	frame_disrupted
ENSG00000013725	ENST00000899029.1	ENST00000344931.9	Missing_Internal	GAIN	61009572	61009874	303	1035	FALSE	TRUE	NA	979	frame_disrupted
ENSG00000013725	ENST00000899029.1	ENST00000344931.9	Missing_Internal	GAIN	61011070	61011135	66	1101	FALSE	TRUE	NA	979	frame_disrupted
ENSG00000013725	ENST00000899029.1	ENST00000344931.9	A3SS	LOSS	61015713	61015732	20	1081	TRUE	TRUE	frame_disruption	979	frame_disrupted
ENSG00000014641	PB.16942.7	PB.16942.8	Partial_IR_5	GAIN	63597575	63598890	1316	1316	TRUE	TRUE	direct_stop_insertion	-7625	frame_disrupted
ENSG00000015532	ENST00000854775.1	PB.13490.11	A5SS	GAIN	50358481	50358540	60	60	FALSE	TRUE	NA	60	frame_preserved
ENSG00000020577	ENST00000954346.1	PB.9494.13	SE	GAIN	54702062	54702580	519	519	FALSE	TRUE	NA	519	frame_preserved
ENSG00000022556	PB.16122.19	PB.16122.29	SE	GAIN	54989557	54989752	196	196	TRUE	TRUE	frame_disruption	-176	frame_disrupted
ENSG00000022556	PB.16122.19	PB.16122.8	A5SS	LOSS	54990097	54990192	96	-96	FALSE	TRUE	NA	-294	frame_preserved
ENSG00000022556	PB.16122.19	PB.16122.8	SE	GAIN	54990220	54990393	174	78	FALSE	TRUE	NA	-294	frame_preserved
ENSG00000022556	PB.16122.19	PB.16122.8	Partial_IR_5	LOSS	54990673	54991044	372	-294	FALSE	TRUE	NA	-294	frame_preserved
ENSG00000023041	ENST00000876834.1	PB.4612.9	A3SS	GAIN	112443606	112443577	30	30	FALSE	TRUE	NA	30	frame_preserved
ENSG00000023608	PB.9584.10	PB.9584.22	Partial_IR_3	LOSS	61768434	61768646	213	-213	FALSE	TRUE	NA	-213	frame_preserved
ENSG00000023608	PB.9584.18	PB.9584.10	Partial_IR_3	GAIN	61768434	61768635	202	202	TRUE	TRUE	direct_stop_insertion	202	frame_disrupted
ENSG00000023608	PB.9584.18	PB.9584.22	A3SS	LOSS	61768636	61768646	11	-11	TRUE	TRUE	frame_disruption	-11	frame_disrupted
ENSG00000025770	ENST00000910458.1	ENST00000418794.1	A5SS	LOSS	50515775	50515779	5	-5	TRUE	TRUE	frame_disruption	-5418	frame_preserved
ENSG00000025770	ENST00000910458.1	PB.20972.18	SE	LOSS	50515720	50515779	60	-60	FALSE	TRUE	NA	-60	frame_preserved
ENSG00000025770	ENST00000954525.1	ENST00000418794.1	SE	GAIN	50515720	50515774	55	55	TRUE	TRUE	frame_disruption	-5352	frame_preserved
ENSG00000028137	PB.218.17	PB.218.11	Missing_Internal	LOSS	12193955	12194032	78	-78	FALSE	TRUE	NA	-113	frame_disrupted
ENSG00000028137	PB.218.17	PB.218.11	Missing_Internal	LOSS	12194584	12194618	35	-113	TRUE	TRUE	frame_disruption	-113	frame_disrupted
ENSG00000031823	ENST00000587463.5	PB.14931.120	A5SS	LOSS	5957918	5957906	11	-11	TRUE	TRUE	frame_disruption	-11	frame_disrupted
ENSG00000032742	PB.8327.90	PB.8327.91	SE	GAIN	20624115	20624182	68	68	TRUE	TRUE	frame_disruption	68	frame_disrupted
ENSG00000033011	PB.11487.21	PB.11487.27	A3SS	GAIN	5082556	5082558	3	3	FALSE	TRUE	NA	2	frame_disrupted
ENSG00000033011	PB.11487.21	PB.11487.27	A3SS	LOSS	5083682	5083682	1	2	TRUE	TRUE	frame_disruption	2	frame_disrupted
ENSG00000033011	PB.11487.29	PB.11487.27	A3SS	GAIN	5082556	5082558	3	3	FALSE	TRUE	NA	2	frame_disrupted
ENSG00000033011	PB.11487.29	PB.11487.27	A3SS	LOSS	5083682	5083682	1	2	TRUE	TRUE	frame_disruption	2	frame_disrupted
ENSG00000033627	ENST00000589727.5	PB.13261.81	Missing_Internal	GAIN	42466429	42466507	79	79	TRUE	TRUE	frame_disruption	177	frame_preserved
ENSG00000033627	ENST00000589727.5	PB.13261.89	Missing_Internal	GAIN	42466429	42466507	79	79	TRUE	TRUE	frame_disruption	290	frame_disrupted
ENSG00000037241	ENST00000906540.1	PB.26520.11	Missing_Internal	GAIN	172964522	172964935	414	414	FALSE	TRUE	NA	95	frame_disrupted
ENSG00000037241	ENST00000906540.1	PB.26520.11	Missing_Internal	LOSS	172968459	172968599	141	273	FALSE	TRUE	NA	95	frame_disrupted
ENSG00000037241	ENST00000906540.1	PB.26520.11	Missing_Internal	LOSS	172969413	172969590	178	95	TRUE	TRUE	frame_disruption	95	frame_disrupted
ENSG00000037757	ENST00000912602.1	PB.15169.24	SE	LOSS	13768359	13768447	89	-89	TRUE	TRUE	frame_disruption	-15	frame_preserved
ENSG00000040731	PB.25086.5	ENST00000510477.5	SE	LOSS	24505248	24505112	137	-137	TRUE	TRUE	frame_disruption	-137	frame_disrupted
ENSG00000040933	ENST00000715897.1	PB.17359.29	Partial_IR_5	GAIN	98555692	98555808	117	117	TRUE	TRUE	direct_stop_insertion	-10	frame_disrupted
ENSG00000042429	ENST00000639457.1	PB.6045.187	SE	LOSS	93794250	93794439	190	-190	TRUE	TRUE	frame_disruption	-190	frame_disrupted
ENSG00000042429	ENST00000639457.1	PB.6045.198	SE	LOSS	93794250	93794439	190	-190	TRUE	TRUE	frame_disruption	-190	frame_disrupted
ENSG00000042429	ENST00000639457.1	PB.6045.199	SE	LOSS	93794250	93794439	190	-190	TRUE	TRUE	frame_disruption	-190	frame_disrupted
ENSG00000042813	ENST00000903719.1	ENST00000413331.1	Partial_IR_5	GAIN	50093067	50092863	205	205	TRUE	TRUE	direct_stop_insertion	-145690	frame_disrupted
ENSG00000044115	PB.26119.116	PB.26119.126	SE	GAIN	138891183	138891211	29	29	TRUE	TRUE	frame_disruption	140	frame_disrupted
ENSG00000049540	ENST00000953841.1	ENST00000416107.5	Partial_IR_5	GAIN	74035415	74035688	274	274	TRUE	TRUE	direct_stop_insertion	-26462	frame_disrupted
ENSG00000050165	ENST00000903526.1	PB.5053.8	A3SS	GAIN	11968487	11968485	3	3	FALSE	TRUE	NA	3	frame_preserved
ENSG00000053501	PB.15263.14	ENST00000594724.5	SE	LOSS	17215802	17215851	50	-50	TRUE	TRUE	frame_disruption	-268	frame_disrupted
ENSG00000054611	PB.20935.35	PB.20935.18	Missing_Internal	LOSS	46913334	46914285	952	-952	TRUE	TRUE	frame_disruption	-952	frame_disrupted
ENSG00000054611	PB.20935.35	PB.20935.2	Missing_Internal	LOSS	46913334	46914285	952	-952	TRUE	TRUE	frame_disruption	-952	frame_disrupted
ENSG00000054611	PB.20935.35	PB.20935.36	Missing_Internal	LOSS	46913334	46914285	952	-952	TRUE	TRUE	frame_disruption	-952	frame_disrupted
ENSG00000054611	PB.20935.35	PB.20935.43	Missing_Internal	LOSS	46913334	46914285	952	-952	TRUE	TRUE	frame_disruption	-952	frame_disrupted
ENSG00000055147	ENST00000907993.1	PB.26364.60	A5SS	LOSS	154026401	154026398	2	-2	TRUE	TRUE	frame_disruption	7	frame_disrupted
ENSG00000055163	ENST00000883378.1	PB.26391.35	Missing_Internal	GAIN	157309743	157309834	92	92	TRUE	TRUE	frame_disruption	209	frame_disrupted
ENSG00000055211	PB.28419.19	PB.28419.30	SE	GAIN	149587730	149588048	319	319	TRUE	TRUE	frame_disruption	319	frame_disrupted
ENSG00000058600	PB.11681.24	PB.11681.32	SE	GAIN	22326671	22326929	259	259	TRUE	TRUE	frame_disruption	385	frame_disrupted
ENSG00000058804	ENST00000874544.1	PB.1091.76	Missing_Internal	LOSS	53797144	53796899	246	-246	FALSE	TRUE	NA	-248	frame_disrupted
ENSG00000058804	ENST00000874544.1	PB.1091.76	Missing_Internal	LOSS	53796804	53796689	116	-362	TRUE	TRUE	frame_disruption	-248	frame_disrupted
ENSG00000058804	ENST00000874544.1	PB.1091.94	SE	LOSS	53800848	53800693	156	-156	FALSE	TRUE	NA	-107	frame_disrupted
ENSG00000058804	ENST00000874544.1	PB.1091.94	SE	LOSS	53796804	53796689	116	-272	TRUE	TRUE	frame_disruption	-107	frame_disrupted
ENSG00000060642	ENST00000970551.1	PB.528.15	SE	GAIN	26795880	26796613	734	734	TRUE	TRUE	frame_disruption	734	frame_disrupted
ENSG00000060971	ENST00000955505.1	PB.21398.4	SE	GAIN	38129388	38129290	99	99	FALSE	TRUE	NA	99	frame_preserved
ENSG00000060982	PB.6947.172	PB.6947.130	SE	LOSS	24878649	24878530	120	-120	FALSE	TRUE	NA	-120	frame_preserved
ENSG00000062485	ENST00000549221.5	PB.7356.82	Missing_Internal	GAIN	56286645	56286595	51	51	FALSE	TRUE	NA	36	frame_preserved
ENSG00000062485	ENST00000549221.5	PB.7356.82	Missing_Internal	GAIN	56286023	56285916	108	159	FALSE	TRUE	NA	36	frame_preserved
ENSG00000062485	ENST00000549221.5	PB.7356.82	Missing_Internal	GAIN	56283857	56283792	66	225	FALSE	TRUE	NA	36	frame_preserved
ENSG00000062485	ENST00000549221.5	PB.7356.82	SE	LOSS	56282608	56282420	189	36	FALSE	TRUE	NA	36	frame_preserved
ENSG00000064012	ENST00000413726.6	ENST00000696068.1	Missing_Internal	LOSS	201272898	201272942	45	-45	FALSE	TRUE	NA	-110	frame_disrupted
ENSG00000064012	ENST00000413726.6	ENST00000696068.1	Missing_Internal	LOSS	201274889	201274953	65	-110	TRUE	TRUE	frame_disruption	-110	frame_disrupted
ENSG00000064102	ENST00000892606.1	PB.6971.1	SE	GAIN	26917733	26917644	90	90	FALSE	TRUE	NA	90	frame_preserved
ENSG00000064102	ENST00000892606.1	PB.6971.92	SE	GAIN	26917733	26917644	90	90	FALSE	TRUE	NA	62	frame_disrupted
ENSG00000064102	ENST00000892606.1	PB.6971.92	A3SS	GAIN	26917459	26917442	18	108	FALSE	TRUE	NA	62	frame_disrupted
ENSG00000064102	ENST00000892606.1	PB.6971.92	A3SS	LOSS	26914578	26914533	46	62	TRUE	TRUE	frame_disruption	62	frame_disrupted
ENSG00000064201	ENST00000855795.1	ENST00000437313.1	A5SS	GAIN	2302216	2302222	7	7	TRUE	TRUE	frame_disruption	-7927	frame_disrupted
ENSG00000064545	ENST00000913784.1	PB.15342.3	Missing_Internal	GAIN	19121668	19121524	145	145	TRUE	TRUE	frame_disruption	259	frame_disrupted
ENSG00000064601	ENST00000867517.1	PB.19545.22	Partial_IR_5	GAIN	45895134	45895847	714	714	TRUE	TRUE	direct_stop_insertion	1017	frame_preserved
ENSG00000064703	PB.1715.22	ENST00000533164.6	SE	LOSS	111759400	111759568	169	-169	TRUE	TRUE	frame_disruption	-169	frame_disrupted
ENSG00000064703	PB.1715.22	PB.1715.24	Alt_TES	LOSS	111767263	111762800	4463	-4463	TRUE	TRUE	frame_disruption	-4463	frame_disrupted
ENSG00000064726	ENST00000876369.1	PB.11089.30	SE	LOSS	83062176	83062156	21	-21	FALSE	TRUE	NA	-33801	frame_preserved
ENSG00000064726	ENST00000876369.1	PB.11089.30	Partial_IR_5	GAIN	83056388	83054865	1524	1503	TRUE	TRUE	direct_stop_insertion	-33801	frame_preserved
ENSG00000064933	PB.18205.165	PB.18205.83	Partial_IR_5	LOSS	189864116	189864228	113	-113	TRUE	TRUE	frame_disruption	-12	frame_preserved
ENSG00000064995	ENST00000950462.1	ENST00000688059.1	A5SS	GAIN	34882934	34882932	3	3	FALSE	TRUE	NA	-25	frame_disrupted
ENSG00000064995	ENST00000950462.1	ENST00000688059.1	A3SS	LOSS	34880376	34880349	28	-25	TRUE	TRUE	frame_disruption	-25	frame_disrupted
ENSG00000065183	ENST00000369441.7	PB.1812.126	Partial_IR_5	GAIN	117933390	117933490	101	101	TRUE	TRUE	direct_stop_insertion	-10	frame_disrupted
ENSG00000065183	ENST00000369441.7	PB.1812.82	Partial_IR_5	GAIN	117933390	117933490	101	101	TRUE	TRUE	direct_stop_insertion	-10	frame_disrupted
ENSG00000065457	ENST00000568001.5	PB.12245.74	SE	GAIN	75618640	75618586	55	55	TRUE	TRUE	frame_disruption	55	frame_disrupted
ENSG00000065485	PB.22332.9	PB.22332.11	Partial_IR_5	GAIN	123106842	123107425	584	584	TRUE	TRUE	direct_stop_insertion	-25580	frame_disrupted
ENSG00000066422	PB.22067.53	PB.22067.24	SE	LOSS	101656248	101656104	145	-145	TRUE	TRUE	frame_disruption	-145	frame_disrupted
ENSG00000066855	ENST00000867676.1	ENST00000523222.5	SE	GAIN	65689566	65689599	34	34	TRUE	TRUE	frame_disruption	-5811	frame_preserved
ENSG00000067225	ENST00000933445.1	PB.10900.146	Partial_IR_5	GAIN	72217408	72215101	2308	2308	TRUE	TRUE	direct_stop_insertion	-4016	frame_disrupted
ENSG00000067225	ENST00000933445.1	PB.10900.6	A5SS	GAIN	72209739	72209673	67	67	TRUE	TRUE	frame_disruption	2270	frame_disrupted
ENSG00000067704	ENST00000948320.1	PB.2957.14	A3SS	GAIN	220134402	220134419	18	18	FALSE	TRUE	NA	-89	frame_disrupted
ENSG00000067704	ENST00000948320.1	PB.2957.14	SE	LOSS	220140183	220140289	107	-89	TRUE	TRUE	frame_disruption	-89	frame_disrupted
ENSG00000067704	ENST00000948320.1	PB.2957.43	A3SS	GAIN	220134402	220134419	18	18	FALSE	TRUE	NA	186	frame_preserved
ENSG00000067704	ENST00000948320.1	PB.2957.43	SE	GAIN	220134787	220134954	168	186	FALSE	TRUE	NA	186	frame_preserved
ENSG00000068078	ENST00000340107.9	PB.23331.8	A5SS	GAIN	1804521	1804530	10	10	TRUE	TRUE	frame_disruption	10	frame_disrupted
ENSG00000068078	ENST00000340107.9	PB.23331.9	SE	LOSS	1802914	1803064	151	-151	TRUE	TRUE	frame_disruption	-148	frame_disrupted
ENSG00000068078	PB.23331.13	PB.23331.9	SE	LOSS	1802914	1803064	151	-151	TRUE	TRUE	frame_disruption	-77	frame_disrupted
ENSG00000068078	PB.23331.8	PB.23331.9	SE	LOSS	1802914	1803064	151	-151	TRUE	TRUE	frame_disruption	-158	frame_disrupted
ENSG00000068097	ENST00000587003.5	PB.13608.66	A5SS	LOSS	60067434	60067430	3	-3	FALSE	TRUE	NA	-3	frame_preserved
ENSG00000068137	ENST00000895612.1	ENST00000591196.5	SE	GAIN	42670376	42669943	434	434	TRUE	TRUE	frame_disruption	434	frame_disrupted
ENSG00000068137	PB.13263.31	PB.13263.36	SE	LOSS	42674875	42674741	135	-135	FALSE	TRUE	NA	-135	frame_preserved
ENSG00000068400	ENST00000704104.1	ENST00000704047.1	Partial_IR_5	GAIN	49002187	49001999	189	189	TRUE	TRUE	direct_stop_insertion	-1533	frame_preserved
ENSG00000068438	ENST00000951061.1	PB.33731.3	A3SS	GAIN	48482403	48482408	6	6	FALSE	TRUE	NA	6	frame_preserved
ENSG00000068438	ENST00000951061.1	PB.33731.8	A3SS	GAIN	48482403	48482408	6	6	FALSE	TRUE	NA	48	frame_preserved
ENSG00000068438	ENST00000951061.1	PB.33731.8	A3SS	GAIN	48482597	48482638	42	48	FALSE	TRUE	NA	48	frame_preserved
ENSG00000068697	ENST00000858092.1	PB.16438.6	Partial_IR_5	GAIN	20051517	20051410	108	108	TRUE	TRUE	direct_stop_insertion	108	frame_preserved
ENSG00000069702	ENST00000370399.6	PB.1475.3	A3SS	GAIN	91720230	91720228	3	3	FALSE	TRUE	NA	2	frame_disrupted
ENSG00000069702	ENST00000370399.6	PB.1475.3	A5SS	GAIN	91719892	91719889	4	7	TRUE	TRUE	frame_disruption	2	frame_disrupted
ENSG00000070061	PB.32794.61	PB.32794.90	A3SS	GAIN	108891427	108891405	23	23	TRUE	TRUE	frame_disruption	23	frame_disrupted
ENSG00000070269	PB.9519.131	PB.9519.148	SE	LOSS	56603815	56603992	178	-178	TRUE	TRUE	frame_disruption	-34015	frame_disrupted
ENSG00000070269	PB.9519.131	PB.9519.153	SE	LOSS	56621531	56621702	172	-172	TRUE	TRUE	frame_disruption	-172	frame_disrupted
ENSG00000070269	PB.9519.131	PB.9519.21	A5SS	LOSS	56605683	56605683	1	-1	TRUE	TRUE	frame_disruption	-288	frame_preserved
ENSG00000070269	PB.9519.148	PB.9519.131	SE	GAIN	56603815	56603992	178	178	TRUE	TRUE	frame_disruption	178	frame_disrupted
ENSG00000070269	PB.9519.148	PB.9519.82	SE	GAIN	56603815	56603992	178	178	TRUE	TRUE	frame_disruption	178	frame_disrupted
ENSG00000070423	ENST00000292363.10	PB.14751.23	Partial_IR_5	GAIN	651610	651280	331	331	TRUE	TRUE	direct_stop_insertion	-2728	frame_disrupted
ENSG00000070526	PB.13881.20	PB.13881.17	SE	LOSS	76626392	76626289	104	-104	TRUE	TRUE	frame_disruption	-218	frame_disrupted
